hiligaynon_term,english_term,medical_category,severity,triage_level,status
bag-o lang budlay gid ko mag ginhawa subong ko gid,difficulty breathing,Respiratory,Critical,emergency,active
bag-o lang budlay gid ko mag ginhawa subong man,difficulty breathing,Respiratory,Critical,emergency,active
bag-o lang budlay gid ko mag ginhawa subong na gid,difficulty breathing,Respiratory,Critical,emergency,active
bag-o lang budlay gid ko magginhawa subong gid,difficulty breathing,Respiratory,Critical,emergency,active
bag-o lang budlay gid ko magginhawa subong gid ko,difficulty breathing,Respiratory,Critical,emergency,active
bag-o lang budlay gid ko magginhawa subong ko gid,difficulty breathing,Respiratory,Critical,emergency,active
bag-o lang budlay gid ko magginhawa subong man,difficulty breathing,Respiratory,Critical,emergency,active
bag-o lang budlay gid ko magginhawa subong na gid,difficulty breathing,Respiratory,Critical,emergency,active
bag-o lang budlay gid ku magginhawa subong gid,difficulty breathing,Respiratory,Critical,emergency,active
bag-o lang budlay gid ku magginhawa subong gid ko,difficulty breathing,Respiratory,Critical,emergency,active
bag-o lang budlay gid ku magginhawa subong ko gid,difficulty breathing,Respiratory,Critical,emergency,active
bag-o lang budlay gid ku magginhawa subong man,difficulty breathing,Respiratory,Critical,emergency,active
bag-o lang budlay gid ku magginhawa subong na gid,difficulty breathing,Respiratory,Critical,emergency,active
bag-o lang gahabok dila ko gid gid,swollen tongue,Swelling,High,emergency,active
bag-o lang gahabok dila ko gid gid ko,swollen tongue,Swelling,High,emergency,active
bag-o lang gahabok dila ko gid ko gid,swollen tongue,Swelling,High,emergency,active
bag-o lang gahabok dila ko gid man,swollen tongue,Swelling,High,emergency,active
bag-o lang gahabok dila ko gid na gid,swollen tongue,Swelling,High,emergency,active
bag-o lang gahabok dila ku gid gid,swollen tongue,Swelling,High,emergency,active
bag-o lang gahabok dila ku gid gid ko,swollen tongue,Swelling,High,emergency,active
bag-o lang gahabok dila ku gid ko gid,swollen tongue,Swelling,High,emergency,active
bag-o lang gahabok dila ku gid man,swollen tongue,Swelling,High,emergency,active
bag-o lang gahabok dila ku gid na gid,swollen tongue,Swelling,High,emergency,active
bag-o lang gahika ko,cough,Respiratory,Medium,routine,active
bag-o lang gahubag dila ko gid gid,swollen tongue,Swelling,High,emergency,active
bag-o lang gahubag dila ko gid gid ko,swollen tongue,Swelling,High,emergency,active
bag-o lang gahubag dila ko gid ko gid,swollen tongue,Swelling,High,emergency,active
bag-o lang gahubag dila ko gid man,swollen tongue,Swelling,High,emergency,active
bag-o lang gahubag dila ko gid na gid,swollen tongue,Swelling,High,emergency,active
bag-o lang gahubag tiyan ko,abdominal swelling,Gastrointestinal,Medium,urgent,active
bag-o lang galuya lawas ko,body weakness,General,Medium,routine,active
bag-o lang galuya lawas ko kag kapoy gid gid,body weakness with severe fatigue,General,Medium,routine,active
bag-o lang galuya lawas ko kag kapoy gid gid ko,body weakness with severe fatigue,General,Medium,routine,active
bag-o lang galuya lawas ko kag kapoy gid ko gid,body weakness with severe fatigue,General,Medium,routine,active
bag-o lang galuya lawas ko kag kapoy gid man,body weakness with severe fatigue,General,Medium,routine,active
bag-o lang galuya lawas ko kag kapoy gid na gid,body weakness with severe fatigue,General,Medium,routine,active
bag-o lang gapula mata ko kag gakatol gid,red itchy eyes,Eye,Medium,urgent,active
bag-o lang gapula mata ko kag gakatol gid ko,red itchy eyes,Eye,Medium,urgent,active
bag-o lang gapula mata ko kag gakatol ko gid,red itchy eyes,Eye,Medium,urgent,active
bag-o lang gapula mata ko kag gakatol man,red itchy eyes,Eye,Medium,urgent,active
bag-o lang gapula mata ko kag gakatol na gid,red itchy eyes,Eye,Medium,urgent,active
bag-o lang gasakit ulo ko,head pain,Pain,Medium,routine,active
bag-o lang gasakit ulo ko karon gid,head pain,Pain,Medium,urgent,active
bag-o lang gasakit ulo ko karon gid ko,head pain,Pain,Medium,urgent,active
bag-o lang gasakit ulo ko karon ko gid,head pain,Pain,Medium,urgent,active
bag-o lang gasakit ulo ko karon man,head pain,Pain,Medium,urgent,active
bag-o lang gasakit ulo ko karon na gid,head pain,Pain,Medium,urgent,active
bag-o lang gin kagat sang ido ko kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang gin kagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang gin kagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang gin kagat sang ido ko kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang gin kagat sang ido ko kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginadudul-om ko,diarrhea,Gastrointestinal,Medium,routine,active
bag-o lang ginahilanat ko,fever,General,Medium,routine,active
bag-o lang ginkagat sang ido ko kag nag dugo gid,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginkagat sang ido ko kag nag dugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginkagat sang ido ko kag nag dugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginkagat sang ido ko kag nag dugo man,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginkagat sang ido ko kag nag dugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginkagat sang ido ku kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginkagat sang ido ku kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginkagat sang ido ku kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginkagat sang ido ku kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginkagat sang ido ku kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
bag-o lang ginsumbag ko kag nabun-og ulo gid,physical assault with head bruise,Trauma,High,emergency,active
bag-o lang ginsumbag ko kag nabun-og ulo gid ko,physical assault with head bruise,Trauma,High,emergency,active
bag-o lang ginsumbag ko kag nabun-og ulo ko gid,physical assault with head bruise,Trauma,High,emergency,active
bag-o lang ginsumbag ko kag nabun-og ulo man,physical assault with head bruise,Trauma,High,emergency,active
bag-o lang ginsumbag ko kag nabun-og ulo na gid,physical assault with head bruise,Trauma,High,emergency,active
bag-o lang ginsumbag ku kag nabun-og ulo gid,physical assault with head bruise,Trauma,High,emergency,active
bag-o lang ginsumbag ku kag nabun-og ulo gid ko,physical assault with head bruise,Trauma,High,emergency,active
bag-o lang ginsumbag ku kag nabun-og ulo ko gid,physical assault with head bruise,Trauma,High,emergency,active
bag-o lang ginsumbag ku kag nabun-og ulo man,physical assault with head bruise,Trauma,High,emergency,active
bag-o lang ginsumbag ku kag nabun-og ulo na gid,physical assault with head bruise,Trauma,High,emergency,active
bag-o lang may nana akon mata,eye infection,Infection,High,urgent,active
bag-o lang may nana akon mata subong gid,eye infection,Infection,High,urgent,active
bag-o lang may nana akon mata subong gid ko,eye infection,Infection,High,urgent,active
bag-o lang may nana akon mata subong ko gid,eye infection,Infection,High,urgent,active
bag-o lang may nana akon mata subong man,eye infection,Infection,High,urgent,active
bag-o lang may nana akon mata subong na gid,eye infection,Infection,High,urgent,active
bag-o lang may pilas ko sa kamot,hand wound,Wound,Medium,urgent,active
bag-o lang may pilas ko sa kamot kag nag dugo gid,bleeding hand wound,Wound,High,emergency,active
bag-o lang may pilas ko sa kamot kag nag dugo gid ko,bleeding hand wound,Wound,High,emergency,active
bag-o lang may pilas ko sa kamot kag nag dugo ko gid,bleeding hand wound,Wound,High,emergency,active
bag-o lang may pilas ko sa kamot kag nag dugo man,bleeding hand wound,Wound,High,emergency,active
bag-o lang may pilas ko sa kamot kag nag dugo na gid,bleeding hand wound,Wound,High,emergency,active
bag-o lang may pilas ko sa kamot kag nagdugo gid,bleeding hand wound,Wound,High,emergency,active
bag-o lang may pilas ko sa kamot kag nagdugo gid ko,bleeding hand wound,Wound,High,emergency,active
bag-o lang may pilas ko sa kamot kag nagdugo ko gid,bleeding hand wound,Wound,High,emergency,active
bag-o lang may pilas ko sa kamot kag nagdugo man,bleeding hand wound,Wound,High,emergency,active
bag-o lang may pilas ko sa kamot kag nagdugo na gid,bleeding hand wound,Wound,High,emergency,active
bag-o lang may pilas ku sa kamot kag nagdugo gid,bleeding hand wound,Wound,High,emergency,active
bag-o lang may pilas ku sa kamot kag nagdugo gid ko,bleeding hand wound,Wound,High,emergency,active
bag-o lang may pilas ku sa kamot kag nagdugo ko gid,bleeding hand wound,Wound,High,emergency,active
bag-o lang may pilas ku sa kamot kag nagdugo man,bleeding hand wound,Wound,High,emergency,active
bag-o lang may pilas ku sa kamot kag nagdugo na gid,bleeding hand wound,Wound,High,emergency,active
bag-o lang nabali kamot ko sang natumba gid,hand fracture,Fracture,High,emergency,active
bag-o lang nabali kamot ko sang natumba gid ko,hand fracture,Fracture,High,emergency,active
bag-o lang nabali kamot ko sang natumba ko gid,hand fracture,Fracture,High,emergency,active
bag-o lang nabali kamot ko sang natumba man,hand fracture,Fracture,High,emergency,active
bag-o lang nabali kamot ko sang natumba na gid,hand fracture,Fracture,High,emergency,active
bag-o lang nabali kamot ku sang natumba gid,hand fracture,Fracture,High,emergency,active
bag-o lang nabali kamot ku sang natumba gid ko,hand fracture,Fracture,High,emergency,active
bag-o lang nabali kamot ku sang natumba ko gid,hand fracture,Fracture,High,emergency,active
bag-o lang nabali kamot ku sang natumba man,hand fracture,Fracture,High,emergency,active
bag-o lang nabali kamot ku sang natumba na gid,hand fracture,Fracture,High,emergency,active
bag-o lang nabali na kamot ko sang natumba gid,hand fracture,Fracture,High,emergency,active
bag-o lang nabali na kamot ko sang natumba gid ko,hand fracture,Fracture,High,emergency,active
bag-o lang nabali na kamot ko sang natumba ko gid,hand fracture,Fracture,High,emergency,active
bag-o lang nabali na kamot ko sang natumba man,hand fracture,Fracture,High,emergency,active
bag-o lang nabali na kamot ko sang natumba na gid,hand fracture,Fracture,High,emergency,active
bag-o lang nabunggo ko sa salakyan kag nag dugo ulo gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nabunggo ko sa salakyan kag nag dugo ulo gid ko,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nabunggo ko sa salakyan kag nag dugo ulo ko gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nabunggo ko sa salakyan kag nag dugo ulo man,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nabunggo ko sa salakyan kag nag dugo ulo na gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nabunggo ko sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nabunggo ko sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nabunggo ko sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nabunggo ko sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nabunggo ko sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nabunggo ku sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nabunggo ku sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nabunggo ku sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nabunggo ku sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nabunggo ku sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,Trauma,Critical,emergency,active
bag-o lang nag dugo ulo ko pagkatapos natumba gid,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nag dugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nag dugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nag dugo ulo ko pagkatapos natumba man,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nag dugo ulo ko pagkatapos natumba na gid,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nagdugo ulo ko pagkatapos natumba gid,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nagdugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nagdugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nagdugo ulo ko pagkatapos natumba man,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nagdugo ulo ko pagkatapos natumba na gid,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nagdugo ulo ku pagkatapos natumba gid,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nagdugo ulo ku pagkatapos natumba gid ko,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nagdugo ulo ku pagkatapos natumba ko gid,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nagdugo ulo ku pagkatapos natumba man,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nagdugo ulo ku pagkatapos natumba na gid,head bleeding after fall,Trauma,Critical,emergency,active
bag-o lang nakuryente ko sang kuryente gid,electrical injury,Trauma,Critical,emergency,active
bag-o lang nakuryente ko sang kuryente gid ko,electrical injury,Trauma,Critical,emergency,active
bag-o lang nakuryente ko sang kuryente ko gid,electrical injury,Trauma,Critical,emergency,active
bag-o lang nakuryente ko sang kuryente man,electrical injury,Trauma,Critical,emergency,active
bag-o lang nakuryente ko sang kuryente na gid,electrical injury,Trauma,Critical,emergency,active
bag-o lang nakuryente ku sang kuryente gid,electrical injury,Trauma,Critical,emergency,active
bag-o lang nakuryente ku sang kuryente gid ko,electrical injury,Trauma,Critical,emergency,active
bag-o lang nakuryente ku sang kuryente ko gid,electrical injury,Trauma,Critical,emergency,active
bag-o lang nakuryente ku sang kuryente man,electrical injury,Trauma,Critical,emergency,active
bag-o lang nakuryente ku sang kuryente na gid,electrical injury,Trauma,Critical,emergency,active
bag-o lang nautod na tudlo ko sang makina gid,amputated finger,Trauma,Critical,emergency,active
bag-o lang nautod na tudlo ko sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
bag-o lang nautod na tudlo ko sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
bag-o lang nautod na tudlo ko sang makina man,amputated finger,Trauma,Critical,emergency,active
bag-o lang nautod na tudlo ko sang makina na gid,amputated finger,Trauma,Critical,emergency,active
bag-o lang nautod tudlo ko sang makina gid,amputated finger,Trauma,Critical,emergency,active
bag-o lang nautod tudlo ko sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
bag-o lang nautod tudlo ko sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
bag-o lang nautod tudlo ko sang makina man,amputated finger,Trauma,Critical,emergency,active
bag-o lang nautod tudlo ko sang makina na gid,amputated finger,Trauma,Critical,emergency,active
bag-o lang nautod tudlo ku sang makina gid,amputated finger,Trauma,Critical,emergency,active
bag-o lang nautod tudlo ku sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
bag-o lang nautod tudlo ku sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
bag-o lang nautod tudlo ku sang makina man,amputated finger,Trauma,Critical,emergency,active
bag-o lang nautod tudlo ku sang makina na gid,amputated finger,Trauma,Critical,emergency,active
bag-o lang ubo ko kag ginahilanat gid,fever with cough,Respiratory,High,urgent,active
bag-o lang ubo ko kag ginahilanat gid ko,fever with cough,Respiratory,High,urgent,active
bag-o lang ubo ko kag ginahilanat ko gid,fever with cough,Respiratory,High,urgent,active
bag-o lang ubo ko kag ginahilanat man,fever with cough,Respiratory,High,urgent,active
bag-o lang ubo ko kag ginahilanat na gid,fever with cough,Respiratory,High,urgent,active
balat,skin,Body Part,Low,routine,active
barog ilong ko,nasal congestion,ENT,Low,routine,active
basin budlay gid gid ko magginhawa subong gid,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid gid ko magginhawa subong gid ko,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid gid ko magginhawa subong ko gid,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid gid ko magginhawa subong man,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid gid ko magginhawa subong na gid,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ko mag ginhawa subong gid,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ko mag ginhawa subong gid ko,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ko mag ginhawa subong ko gid,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ko mag ginhawa subong man,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ko mag ginhawa subong na gid,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ko magginhawa subong gid,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ko magginhawa subong gid ko,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ko magginhawa subong ko gid,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ko magginhawa subong man,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ko magginhawa subong na gid,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ku magginhawa subong gid,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ku magginhawa subong gid ko,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ku magginhawa subong ko gid,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ku magginhawa subong man,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay gid ku magginhawa subong na gid,difficulty breathing,Respiratory,Critical,emergency,active
basin budlay magginhawa ko,difficulty breathing,Respiratory,Critical,emergency,active
basin gahabok dila ko gid gid,swollen tongue,Swelling,High,emergency,active
basin gahabok dila ko gid gid ko,swollen tongue,Swelling,High,emergency,active
basin gahabok dila ko gid ko gid,swollen tongue,Swelling,High,emergency,active
basin gahabok dila ko gid man,swollen tongue,Swelling,High,emergency,active
basin gahabok dila ko gid na gid,swollen tongue,Swelling,High,emergency,active
basin gahabok dila ku gid gid,swollen tongue,Swelling,High,emergency,active
basin gahabok dila ku gid gid ko,swollen tongue,Swelling,High,emergency,active
basin gahabok dila ku gid ko gid,swollen tongue,Swelling,High,emergency,active
basin gahabok dila ku gid man,swollen tongue,Swelling,High,emergency,active
basin gahabok dila ku gid na gid,swollen tongue,Swelling,High,emergency,active
basin gahubag dila ko gid gid,swollen tongue,Swelling,High,emergency,active
basin gahubag dila ko gid gid ko,swollen tongue,Swelling,High,emergency,active
basin gahubag dila ko gid ko gid,swollen tongue,Swelling,High,emergency,active
basin gahubag dila ko gid man,swollen tongue,Swelling,High,emergency,active
basin gahubag dila ko gid na gid,swollen tongue,Swelling,High,emergency,active
basin galuya lawas ko kag kapoy gid gid,body weakness with severe fatigue,General,Medium,routine,active
basin galuya lawas ko kag kapoy gid gid ko,body weakness with severe fatigue,General,Medium,routine,active
basin galuya lawas ko kag kapoy gid ko gid,body weakness with severe fatigue,General,Medium,routine,active
basin galuya lawas ko kag kapoy gid man,body weakness with severe fatigue,General,Medium,routine,active
basin galuya lawas ko kag kapoy gid na gid,body weakness with severe fatigue,General,Medium,routine,active
basin gapula mata ko kag gakatol gid,red itchy eyes,Eye,Medium,urgent,active
basin gapula mata ko kag gakatol gid ko,red itchy eyes,Eye,Medium,urgent,active
basin gapula mata ko kag gakatol ko gid,red itchy eyes,Eye,Medium,urgent,active
basin gapula mata ko kag gakatol man,red itchy eyes,Eye,Medium,urgent,active
basin gapula mata ko kag gakatol na gid,red itchy eyes,Eye,Medium,urgent,active
basin gasakit dughan ko,chest pain,Cardiovascular,High,emergency,active
basin gasakit ulo ko karon gid,head pain,Pain,Medium,urgent,active
basin gasakit ulo ko karon gid ko,head pain,Pain,Medium,urgent,active
basin gasakit ulo ko karon ko gid,head pain,Pain,Medium,urgent,active
basin gasakit ulo ko karon man,head pain,Pain,Medium,urgent,active
basin gasakit ulo ko karon na gid,head pain,Pain,Medium,urgent,active
basin gin kagat sang ido ko kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
basin gin kagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
basin gin kagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
basin gin kagat sang ido ko kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
basin gin kagat sang ido ko kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ko,dog bite,Bite,Critical,emergency,active
basin ginkagat sang ido ko kag nag dugo gid,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ko kag nag dugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ko kag nag dugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ko kag nag dugo man,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ko kag nag dugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ku kag nagdugo gid,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ku kag nagdugo gid ko,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ku kag nagdugo ko gid,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ku kag nagdugo man,dog bite with bleeding,Bite,Critical,emergency,active
basin ginkagat sang ido ku kag nagdugo na gid,dog bite with bleeding,Bite,Critical,emergency,active
basin ginsumbag ko kag nabun-og ulo gid,physical assault with head bruise,Trauma,High,emergency,active
