hiligaynon_term,english_term,medical_category,severity,triage_level,status
nagdugo gid ngabil ko,lip bleeding,bleeding,Moderate,urgent,active
nagdugo grabe ngabil ko,lip bleeding,bleeding,Moderate,urgent,active
nagdugo ngabil akon,lip bleeding,bleeding,Moderate,urgent,active
nagdugo gid ngabil akon,lip bleeding,bleeding,Moderate,urgent,active
nagdugo grabe ngabil akon,lip bleeding,bleeding,Moderate,urgent,active
nagdugo ngabil ko akon,lip bleeding,bleeding,Moderate,urgent,active
nagdugo gid ngabil ko akon,lip bleeding,bleeding,Moderate,urgent,active
nagdugo grabe ngabil ko akon,lip bleeding,bleeding,Moderate,urgent,active
nagdugo dughan ko,chest bleeding,bleeding,Moderate,urgent,active
nagdugo gid dughan ko,chest bleeding,bleeding,Moderate,urgent,active
nagdugo grabe dughan ko,chest bleeding,bleeding,Moderate,urgent,active
nagdugo dughan akon,chest bleeding,bleeding,Moderate,urgent,active
nagdugo gid dughan akon,chest bleeding,bleeding,Moderate,urgent,active
nagdugo grabe dughan akon,chest bleeding,bleeding,Moderate,urgent,active
nagdugo dughan ko akon,chest bleeding,bleeding,Moderate,urgent,active
nagdugo gid dughan ko akon,chest bleeding,bleeding,Moderate,urgent,active
nagdugo grabe dughan ko akon,chest bleeding,bleeding,Moderate,urgent,active
nagdugo pisngi ko,cheek bleeding,bleeding,Moderate,urgent,active
nagdugo gid pisngi ko,cheek bleeding,bleeding,Moderate,urgent,active
nagdugo grabe pisngi ko,cheek bleeding,bleeding,Moderate,urgent,active
nagdugo pisngi akon,cheek bleeding,bleeding,Moderate,urgent,active
nagdugo gid pisngi akon,cheek bleeding,bleeding,Moderate,urgent,active
nagdugo grabe pisngi akon,cheek bleeding,bleeding,Moderate,urgent,active
nagdugo pisngi ko akon,cheek bleeding,bleeding,Moderate,urgent,active
nagdugo gid pisngi ko akon,cheek bleeding,bleeding,Moderate,urgent,active
nagdugo grabe pisngi ko akon,cheek bleeding,bleeding,Moderate,urgent,active
nagdugo tungod ko,throat bleeding,bleeding,Moderate,urgent,active
nagdugo gid tungod ko,throat bleeding,bleeding,Moderate,urgent,active
nagdugo grabe tungod ko,throat bleeding,bleeding,Moderate,urgent,active
nagdugo tungod akon,throat bleeding,bleeding,Moderate,urgent,active
nagdugo gid tungod akon,throat bleeding,bleeding,Moderate,urgent,active
nagdugo grabe tungod akon,throat bleeding,bleeding,Moderate,urgent,active
nagdugo tungod ko akon,throat bleeding,bleeding,Moderate,urgent,active
nagdugo gid tungod ko akon,throat bleeding,bleeding,Moderate,urgent,active
nagdugo grabe tungod ko akon,throat bleeding,bleeding,Moderate,urgent,active
nagdugo singit ko,groin bleeding,bleeding,Moderate,urgent,active
nagdugo gid singit ko,groin bleeding,bleeding,Moderate,urgent,active
nagdugo grabe singit ko,groin bleeding,bleeding,Moderate,urgent,active
nagdugo singit akon,groin bleeding,bleeding,Moderate,urgent,active
nagdugo gid singit akon,groin bleeding,bleeding,Moderate,urgent,active
nagdugo grabe singit akon,groin bleeding,bleeding,Moderate,urgent,active
nagdugo singit ko akon,groin bleeding,bleeding,Moderate,urgent,active
nagdugo gid singit ko akon,groin bleeding,bleeding,Moderate,urgent,active
nagdugo grabe singit ko akon,groin bleeding,bleeding,Moderate,urgent,active
nagdugo ilong ko,nose bleeding,bleeding,Moderate,urgent,active
nagdugo gid ilong ko,nose bleeding,bleeding,Moderate,urgent,active
nagdugo grabe ilong ko,nose bleeding,bleeding,Moderate,urgent,active
nagdugo ilong akon,nose bleeding,bleeding,Moderate,urgent,active
nagdugo gid ilong akon,nose bleeding,bleeding,Moderate,urgent,active
nagdugo grabe ilong akon,nose bleeding,bleeding,Moderate,urgent,active
nagdugo ilong ko akon,nose bleeding,bleeding,Moderate,urgent,active
nagdugo gid ilong ko akon,nose bleeding,bleeding,Moderate,urgent,active
nagdugo grabe ilong ko akon,nose bleeding,bleeding,Moderate,urgent,active
nagdugo abaga ko,shoulder bleeding,bleeding,Moderate,urgent,active
nagdugo gid abaga ko,shoulder bleeding,bleeding,Moderate,urgent,active
nagdugo grabe abaga ko,shoulder bleeding,bleeding,Moderate,urgent,active
nagdugo abaga akon,shoulder bleeding,bleeding,Moderate,urgent,active
nagdugo gid abaga akon,shoulder bleeding,bleeding,Moderate,urgent,active
nagdugo grabe abaga akon,shoulder bleeding,bleeding,Moderate,urgent,active
nagdugo abaga ko akon,shoulder bleeding,bleeding,Moderate,urgent,active
nagdugo gid abaga ko akon,shoulder bleeding,bleeding,Moderate,urgent,active
nagdugo grabe abaga ko akon,shoulder bleeding,bleeding,Moderate,urgent,active
nagdugo tiyan ko,abdomen bleeding,bleeding,Moderate,urgent,active
nagdugo gid tiyan ko,abdomen bleeding,bleeding,Moderate,urgent,active
nagdugo grabe tiyan ko,abdomen bleeding,bleeding,Moderate,urgent,active
nagdugo tiyan akon,abdomen bleeding,bleeding,Moderate,urgent,active
nagdugo gid tiyan akon,abdomen bleeding,bleeding,Moderate,urgent,active
nagdugo grabe tiyan akon,abdomen bleeding,bleeding,Moderate,urgent,active
nagdugo tiyan ko akon,abdomen bleeding,bleeding,Moderate,urgent,active
nagdugo gid tiyan ko akon,abdomen bleeding,bleeding,Moderate,urgent,active
nagdugo grabe tiyan ko akon,abdomen bleeding,bleeding,Moderate,urgent,active
nagdugo likod ko,back bleeding,bleeding,Moderate,urgent,active
nagdugo gid likod ko,back bleeding,bleeding,Moderate,urgent,active
nagdugo grabe likod ko,back bleeding,bleeding,Moderate,urgent,active
nagdugo likod akon,back bleeding,bleeding,Moderate,urgent,active
nagdugo gid likod akon,back bleeding,bleeding,Moderate,urgent,active
nagdugo grabe likod akon,back bleeding,bleeding,Moderate,urgent,active
nagdugo likod ko akon,back bleeding,bleeding,Moderate,urgent,active
nagdugo gid likod ko akon,back bleeding,bleeding,Moderate,urgent,active
nagdugo grabe likod ko akon,back bleeding,bleeding,Moderate,urgent,active
nagdugo kamot ko,hand bleeding,wound,Moderate,urgent,active
nagdugo gid kamot ko,hand bleeding,wound,Moderate,urgent,active
nagdugo grabe kamot ko,hand bleeding,wound,Moderate,urgent,active
nagdugo kamot akon,hand bleeding,wound,Moderate,urgent,active
nagdugo gid kamot akon,hand bleeding,wound,Moderate,urgent,active
nagdugo grabe kamot akon,hand bleeding,wound,Moderate,urgent,active
nagdugo kamot ko akon,hand bleeding,wound,Moderate,urgent,active
nagdugo gid kamot ko akon,hand bleeding,wound,Moderate,urgent,active
nagdugo grabe kamot ko akon,hand bleeding,wound,Moderate,urgent,active
nagdugo tudlo ko,finger bleeding,wound,Moderate,urgent,active
nagdugo gid tudlo ko,finger bleeding,wound,Moderate,urgent,active
nagdugo grabe tudlo ko,finger bleeding,wound,Moderate,urgent,active
nagdugo tudlo akon,finger bleeding,wound,Moderate,urgent,active
nagdugo gid tudlo akon,finger bleeding,wound,Moderate,urgent,active
nagdugo grabe tudlo akon,finger bleeding,wound,Moderate,urgent,active
nagdugo tudlo ko akon,finger bleeding,wound,Moderate,urgent,active
nagdugo gid tudlo ko akon,finger bleeding,wound,Moderate,urgent,active
nagdugo grabe tudlo ko akon,finger bleeding,wound,Moderate,urgent,active
nagdugo tuhod ko,knee bleeding,bleeding,Moderate,urgent,active
nagdugo gid tuhod ko,knee bleeding,bleeding,Moderate,urgent,active
nagdugo grabe tuhod ko,knee bleeding,bleeding,Moderate,urgent,active
nagdugo tuhod akon,knee bleeding,bleeding,Moderate,urgent,active
nagdugo gid tuhod akon,knee bleeding,bleeding,Moderate,urgent,active
nagdugo grabe tuhod akon,knee bleeding,bleeding,Moderate,urgent,active
nagdugo tuhod ko akon,knee bleeding,bleeding,Moderate,urgent,active
nagdugo gid tuhod ko akon,knee bleeding,bleeding,Moderate,urgent,active
nagdugo grabe tuhod ko akon,knee bleeding,bleeding,Moderate,urgent,active
nagdugo itlog ko,bleeding,bleeding,Moderate,urgent,active
nagdugo gid itlog ko,bleeding,bleeding,Moderate,urgent,active
nagdugo grabe itlog ko,bleeding,bleeding,Moderate,urgent,active
nagdugo itlog akon,bleeding,bleeding,Moderate,urgent,active
nagdugo gid itlog akon,bleeding,bleeding,Moderate,urgent,active
nagdugo grabe itlog akon,bleeding,bleeding,Moderate,urgent,active
nagdugo itlog ko akon,bleeding,bleeding,Moderate,urgent,active
nagdugo gid itlog ko akon,bleeding,bleeding,Moderate,urgent,active
nagdugo grabe itlog ko akon,bleeding,bleeding,Moderate,urgent,active
nagdugo bilat ko,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo gid bilat ko,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo grabe bilat ko,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo bilat akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo gid bilat akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo grabe bilat akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo bilat ko akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo gid bilat ko akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo grabe bilat ko akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo bilad ko,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo gid bilad ko,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo grabe bilad ko,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo bilad akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo gid bilad akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo grabe bilad akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo bilad ko akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo gid bilad ko akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo grabe bilad ko akon,vagina bleeding,gynecologic,Moderate,urgent,active
nagdugo lawas ko,body bleeding,bleeding,Moderate,urgent,active
nagdugo gid lawas ko,body bleeding,bleeding,Moderate,urgent,active
nagdugo grabe lawas ko,body bleeding,bleeding,Moderate,urgent,active
nagdugo lawas akon,body bleeding,bleeding,Moderate,urgent,active
nagdugo gid lawas akon,body bleeding,bleeding,Moderate,urgent,active
nagdugo grabe lawas akon,body bleeding,bleeding,Moderate,urgent,active
nagdugo lawas ko akon,body bleeding,bleeding,Moderate,urgent,active
nagdugo gid lawas ko akon,body bleeding,bleeding,Moderate,urgent,active
nagdugo grabe lawas ko akon,body bleeding,bleeding,Moderate,urgent,active
nagdugo bayag ko,scrotum bleeding,bleeding,Moderate,urgent,active
nagdugo gid bayag ko,scrotum bleeding,bleeding,Moderate,urgent,active
nagdugo grabe bayag ko,scrotum bleeding,bleeding,Moderate,urgent,active
nagdugo bayag akon,scrotum bleeding,bleeding,Moderate,urgent,active
nagdugo gid bayag akon,scrotum bleeding,bleeding,Moderate,urgent,active
nagdugo grabe bayag akon,scrotum bleeding,bleeding,Moderate,urgent,active
nagdugo bayag ko akon,scrotum bleeding,bleeding,Moderate,urgent,active
nagdugo gid bayag ko akon,scrotum bleeding,bleeding,Moderate,urgent,active
nagdugo grabe bayag ko akon,scrotum bleeding,bleeding,Moderate,urgent,active
nagdugo kipay ko,vulva bleeding,bleeding,Moderate,urgent,active
nagdugo gid kipay ko,vulva bleeding,bleeding,Moderate,urgent,active
nagdugo grabe kipay ko,vulva bleeding,bleeding,Moderate,urgent,active
nagdugo kipay akon,vulva bleeding,bleeding,Moderate,urgent,active
nagdugo gid kipay akon,vulva bleeding,bleeding,Moderate,urgent,active
nagdugo grabe kipay akon,vulva bleeding,bleeding,Moderate,urgent,active
nagdugo kipay ko akon,vulva bleeding,bleeding,Moderate,urgent,active
nagdugo gid kipay ko akon,vulva bleeding,bleeding,Moderate,urgent,active
nagdugo grabe kipay ko akon,vulva bleeding,bleeding,Moderate,urgent,active
nagdugo mata ko,eye bleeding,bleeding,Moderate,urgent,active
nagdugo gid mata ko,eye bleeding,bleeding,Moderate,urgent,active
nagdugo grabe mata ko,eye bleeding,bleeding,Moderate,urgent,active
nagdugo mata akon,eye bleeding,bleeding,Moderate,urgent,active
nagdugo gid mata akon,eye bleeding,bleeding,Moderate,urgent,active
nagdugo grabe mata akon,eye bleeding,bleeding,Moderate,urgent,active
nagdugo mata ko akon,eye bleeding,bleeding,Moderate,urgent,active
nagdugo gid mata ko akon,eye bleeding,bleeding,Moderate,urgent,active
nagdugo grabe mata ko akon,eye bleeding,bleeding,Moderate,urgent,active
nagdugo baba ko,chin bleeding,bleeding,Moderate,urgent,active
nagdugo gid baba ko,chin bleeding,bleeding,Moderate,urgent,active
nagdugo grabe baba ko,chin bleeding,bleeding,Moderate,urgent,active
nagdugo baba akon,chin bleeding,bleeding,Moderate,urgent,active
nagdugo gid baba akon,chin bleeding,bleeding,Moderate,urgent,active
nagdugo grabe baba akon,chin bleeding,bleeding,Moderate,urgent,active
nagdugo baba ko akon,chin bleeding,bleeding,Moderate,urgent,active
nagdugo gid baba ko akon,chin bleeding,bleeding,Moderate,urgent,active
nagdugo grabe baba ko akon,chin bleeding,bleeding,Moderate,urgent,active
nagdugo dila ko,tongue bleeding,bleeding,Moderate,urgent,active
nagdugo gid dila ko,tongue bleeding,bleeding,Moderate,urgent,active
nagdugo grabe dila ko,tongue bleeding,bleeding,Moderate,urgent,active
nagdugo dila akon,tongue bleeding,bleeding,Moderate,urgent,active
nagdugo gid dila akon,tongue bleeding,bleeding,Moderate,urgent,active
nagdugo grabe dila akon,tongue bleeding,bleeding,Moderate,urgent,active
nagdugo dila ko akon,tongue bleeding,bleeding,Moderate,urgent,active
nagdugo gid dila ko akon,tongue bleeding,bleeding,Moderate,urgent,active
nagdugo grabe dila ko akon,tongue bleeding,bleeding,Moderate,urgent,active
nagdugo liog ko,neck bleeding,bleeding,Moderate,urgent,active
nagdugo gid liog ko,neck bleeding,bleeding,Moderate,urgent,active
nagdugo grabe liog ko,neck bleeding,bleeding,Moderate,urgent,active
nagdugo liog akon,neck bleeding,bleeding,Moderate,urgent,active
nagdugo gid liog akon,neck bleeding,bleeding,Moderate,urgent,active
nagdugo grabe liog akon,neck bleeding,bleeding,Moderate,urgent,active
nagdugo liog ko akon,neck bleeding,bleeding,Moderate,urgent,active
nagdugo gid liog ko akon,neck bleeding,bleeding,Moderate,urgent,active
nagdugo grabe liog ko akon,neck bleeding,bleeding,Moderate,urgent,active
nagdugo siko ko,elbow bleeding,bleeding,Moderate,urgent,active
nagdugo gid siko ko,elbow bleeding,bleeding,Moderate,urgent,active
nagdugo grabe siko ko,elbow bleeding,bleeding,Moderate,urgent,active
nagdugo siko akon,elbow bleeding,bleeding,Moderate,urgent,active
nagdugo gid siko akon,elbow bleeding,bleeding,Moderate,urgent,active
nagdugo grabe siko akon,elbow bleeding,bleeding,Moderate,urgent,active
nagdugo siko ko akon,elbow bleeding,bleeding,Moderate,urgent,active
nagdugo gid siko ko akon,elbow bleeding,bleeding,Moderate,urgent,active
nagdugo grabe siko ko akon,elbow bleeding,bleeding,Moderate,urgent,active
nagdugo tiil ko,foot bleeding,bleeding,Moderate,urgent,active
nagdugo gid tiil ko,foot bleeding,bleeding,Moderate,urgent,active
nagdugo grabe tiil ko,foot bleeding,bleeding,Moderate,urgent,active
nagdugo tiil akon,foot bleeding,bleeding,Moderate,urgent,active
nagdugo gid tiil akon,foot bleeding,bleeding,Moderate,urgent,active
nagdugo grabe tiil akon,foot bleeding,bleeding,Moderate,urgent,active
nagdugo tiil ko akon,foot bleeding,bleeding,Moderate,urgent,active
nagdugo gid tiil ko akon,foot bleeding,bleeding,Moderate,urgent,active
nagdugo grabe tiil ko akon,foot bleeding,bleeding,Moderate,urgent,active
nagdugo lasi ko,wound site bleeding,bleeding,Moderate,urgent,active
nagdugo gid lasi ko,wound site bleeding,bleeding,Moderate,urgent,active
nagdugo grabe lasi ko,wound site bleeding,bleeding,Moderate,urgent,active
nagdugo lasi akon,wound site bleeding,bleeding,Moderate,urgent,active
nagdugo gid lasi akon,wound site bleeding,bleeding,Moderate,urgent,active
nagdugo grabe lasi akon,wound site bleeding,bleeding,Moderate,urgent,active
nagdugo lasi ko akon,wound site bleeding,bleeding,Moderate,urgent,active
nagdugo gid lasi ko akon,wound site bleeding,bleeding,Moderate,urgent,active
nagdugo grabe lasi ko akon,wound site bleeding,bleeding,Moderate,urgent,active
nagdugo kuko ko,nail bleeding,bleeding,Moderate,urgent,active
nagdugo gid kuko ko,nail bleeding,bleeding,Moderate,urgent,active
nagdugo grabe kuko ko,nail bleeding,bleeding,Moderate,urgent,active
nagdugo kuko akon,nail bleeding,bleeding,Moderate,urgent,active
nagdugo gid kuko akon,nail bleeding,bleeding,Moderate,urgent,active
nagdugo grabe kuko akon,nail bleeding,bleeding,Moderate,urgent,active
nagdugo kuko ko akon,nail bleeding,bleeding,Moderate,urgent,active
nagdugo gid kuko ko akon,nail bleeding,bleeding,Moderate,urgent,active
nagdugo grabe kuko ko akon,nail bleeding,bleeding,Moderate,urgent,active
nagdugo hita ko,thigh bleeding,bleeding,Moderate,urgent,active
nagdugo gid hita ko,thigh bleeding,bleeding,Moderate,urgent,active
nagdugo grabe hita ko,thigh bleeding,bleeding,Moderate,urgent,active
nagdugo hita akon,thigh bleeding,bleeding,Moderate,urgent,active
nagdugo gid hita akon,thigh bleeding,bleeding,Moderate,urgent,active
nagdugo grabe hita akon,thigh bleeding,bleeding,Moderate,urgent,active
nagdugo hita ko akon,thigh bleeding,bleeding,Moderate,urgent,active
nagdugo gid hita ko akon,thigh bleeding,bleeding,Moderate,urgent,active
nagdugo grabe hita ko akon,thigh bleeding,bleeding,Moderate,urgent,active
nagdugo titi ko,breast bleeding,bleeding,Moderate,urgent,active
nagdugo gid titi ko,breast bleeding,bleeding,Moderate,urgent,active
nagdugo grabe titi ko,breast bleeding,bleeding,Moderate,urgent,active
nagdugo titi akon,breast bleeding,bleeding,Moderate,urgent,active
nagdugo gid titi akon,breast bleeding,bleeding,Moderate,urgent,active
nagdugo grabe titi akon,breast bleeding,bleeding,Moderate,urgent,active
nagdugo titi ko akon,breast bleeding,bleeding,Moderate,urgent,active
nagdugo gid titi ko akon,breast bleeding,bleeding,Moderate,urgent,active
nagdugo grabe titi ko akon,breast bleeding,bleeding,Moderate,urgent,active
nagdugo ari ko,penis bleeding,male_reproductive,Moderate,urgent,active
nagdugo gid ari ko,penis bleeding,male_reproductive,Moderate,urgent,active
nagdugo grabe ari ko,penis bleeding,male_reproductive,Moderate,urgent,active
nagdugo ari akon,penis bleeding,male_reproductive,Moderate,urgent,active
nagdugo gid ari akon,penis bleeding,male_reproductive,Moderate,urgent,active
nagdugo grabe ari akon,penis bleeding,male_reproductive,Moderate,urgent,active
nagdugo ari ko akon,penis bleeding,male_reproductive,Moderate,urgent,active
nagdugo gid ari ko akon,penis bleeding,male_reproductive,Moderate,urgent,active
nagdugo grabe ari ko akon,penis bleeding,male_reproductive,Moderate,urgent,active
nagdugo ulo ko,head bleeding,trauma,Critical,emergency,active
nagdugo gid ulo ko,head bleeding,trauma,Critical,emergency,active
nagdugo grabe ulo ko,head bleeding,trauma,Critical,emergency,active
nagdugo ulo akon,head bleeding,trauma,Critical,emergency,active
nagdugo gid ulo akon,head bleeding,trauma,Critical,emergency,active
nagdugo grabe ulo akon,head bleeding,trauma,Critical,emergency,active
nagdugo ulo ko akon,head bleeding,trauma,Critical,emergency,active
nagdugo gid ulo ko akon,head bleeding,trauma,Critical,emergency,active
nagdugo grabe ulo ko akon,head bleeding,trauma,Critical,emergency,active
gadugo talukap mata ko,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo gid talukap mata ko,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo grabe talukap mata ko,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo talukap mata akon,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo gid talukap mata akon,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo grabe talukap mata akon,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo talukap mata ko akon,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo gid talukap mata ko akon,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo grabe talukap mata ko akon,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo bukongbukong ko,ankle bleeding,bleeding,Moderate,urgent,active
gadugo gid bukongbukong ko,ankle bleeding,bleeding,Moderate,urgent,active
gadugo grabe bukongbukong ko,ankle bleeding,bleeding,Moderate,urgent,active
gadugo bukongbukong akon,ankle bleeding,bleeding,Moderate,urgent,active
gadugo gid bukongbukong akon,ankle bleeding,bleeding,Moderate,urgent,active
gadugo grabe bukongbukong akon,ankle bleeding,bleeding,Moderate,urgent,active
gadugo bukongbukong ko akon,ankle bleeding,bleeding,Moderate,urgent,active
gadugo gid bukongbukong ko akon,ankle bleeding,bleeding,Moderate,urgent,active
gadugo grabe bukongbukong ko akon,ankle bleeding,bleeding,Moderate,urgent,active
gadugo kilid mata ko,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo gid kilid mata ko,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo grabe kilid mata ko,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo kilid mata akon,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo gid kilid mata akon,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo grabe kilid mata akon,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo kilid mata ko akon,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo gid kilid mata ko akon,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo grabe kilid mata ko akon,eyelid bleeding,bleeding,Moderate,urgent,active
gadugo dalunggan ko,ear bleeding,bleeding,Moderate,urgent,active
gadugo gid dalunggan ko,ear bleeding,bleeding,Moderate,urgent,active
gadugo grabe dalunggan ko,ear bleeding,bleeding,Moderate,urgent,active
gadugo dalunggan akon,ear bleeding,bleeding,Moderate,urgent,active
gadugo gid dalunggan akon,ear bleeding,bleeding,Moderate,urgent,active
gadugo grabe dalunggan akon,ear bleeding,bleeding,Moderate,urgent,active
gadugo dalunggan ko akon,ear bleeding,bleeding,Moderate,urgent,active
gadugo gid dalunggan ko akon,ear bleeding,bleeding,Moderate,urgent,active
gadugo grabe dalunggan ko akon,ear bleeding,bleeding,Moderate,urgent,active
gadugo ngabil ko,lip bleeding,bleeding,Moderate,urgent,active
gadugo gid ngabil ko,lip bleeding,bleeding,Moderate,urgent,active
gadugo grabe ngabil ko,lip bleeding,bleeding,Moderate,urgent,active
gadugo ngabil akon,lip bleeding,bleeding,Moderate,urgent,active
gadugo gid ngabil akon,lip bleeding,bleeding,Moderate,urgent,active
gadugo grabe ngabil akon,lip bleeding,bleeding,Moderate,urgent,active
gadugo ngabil ko akon,lip bleeding,bleeding,Moderate,urgent,active
gadugo gid ngabil ko akon,lip bleeding,bleeding,Moderate,urgent,active
gadugo grabe ngabil ko akon,lip bleeding,bleeding,Moderate,urgent,active
gadugo dughan ko,chest bleeding,bleeding,Moderate,urgent,active
gadugo gid dughan ko,chest bleeding,bleeding,Moderate,urgent,active
gadugo grabe dughan ko,chest bleeding,bleeding,Moderate,urgent,active
gadugo dughan akon,chest bleeding,bleeding,Moderate,urgent,active
gadugo gid dughan akon,chest bleeding,bleeding,Moderate,urgent,active
gadugo grabe dughan akon,chest bleeding,bleeding,Moderate,urgent,active
gadugo dughan ko akon,chest bleeding,bleeding,Moderate,urgent,active
gadugo gid dughan ko akon,chest bleeding,bleeding,Moderate,urgent,active
gadugo grabe dughan ko akon,chest bleeding,bleeding,Moderate,urgent,active
gadugo pisngi ko,cheek bleeding,bleeding,Moderate,urgent,active
gadugo gid pisngi ko,cheek bleeding,bleeding,Moderate,urgent,active
gadugo grabe pisngi ko,cheek bleeding,bleeding,Moderate,urgent,active
gadugo pisngi akon,cheek bleeding,bleeding,Moderate,urgent,active
gadugo gid pisngi akon,cheek bleeding,bleeding,Moderate,urgent,active
gadugo grabe pisngi akon,cheek bleeding,bleeding,Moderate,urgent,active
gadugo pisngi ko akon,cheek bleeding,bleeding,Moderate,urgent,active
gadugo gid pisngi ko akon,cheek bleeding,bleeding,Moderate,urgent,active
gadugo grabe pisngi ko akon,cheek bleeding,bleeding,Moderate,urgent,active
gadugo tungod ko,throat bleeding,bleeding,Moderate,urgent,active
gadugo gid tungod ko,throat bleeding,bleeding,Moderate,urgent,active
gadugo grabe tungod ko,throat bleeding,bleeding,Moderate,urgent,active
gadugo tungod akon,throat bleeding,bleeding,Moderate,urgent,active
gadugo gid tungod akon,throat bleeding,bleeding,Moderate,urgent,active
gadugo grabe tungod akon,throat bleeding,bleeding,Moderate,urgent,active
gadugo tungod ko akon,throat bleeding,bleeding,Moderate,urgent,active
gadugo gid tungod ko akon,throat bleeding,bleeding,Moderate,urgent,active
