condition_id,icd10_code,condition_name,icd10_category,chapter_code,chapter_title,long_description,is_billable,search_name,source
70013,W28.XXXS,"Contact with powered lawn mower, sequela",external_causes,XX,External causes of morbidity,"Contact with powered lawn mower, sequela",1,"contact with powered lawn mower, sequela",CMS_ICD-10-CM_tabular_order
70014,W29.0XXA,"Contact with powered kitchen appliance, initial encounter",external_causes,XX,External causes of morbidity,"Contact with powered kitchen appliance, initial encounter",1,"contact with powered kitchen appliance, initial encounter",CMS_ICD-10-CM_tabular_order
70015,W29.0XXD,"Contact with powered kitchen appliance, subsequent encounter",external_causes,XX,External causes of morbidity,"Contact with powered kitchen appliance, subsequent encounter",1,"contact with powered kitchen appliance, subsequent encounter",CMS_ICD-10-CM_tabular_order
70016,W29.0XXS,"Contact with powered kitchen appliance, sequela",external_causes,XX,External causes of morbidity,"Contact with powered kitchen appliance, sequela",1,"contact with powered kitchen appliance, sequela",CMS_ICD-10-CM_tabular_order
70017,W29.1XXA,"Contact with electric knife, initial encounter",external_causes,XX,External causes of morbidity,"Contact with electric knife, initial encounter",1,"contact with electric knife, initial encounter",CMS_ICD-10-CM_tabular_order
70018,W29.1XXD,"Contact with electric knife, subsequent encounter",external_causes,XX,External causes of morbidity,"Contact with electric knife, subsequent encounter",1,"contact with electric knife, subsequent encounter",CMS_ICD-10-CM_tabular_order
70019,W29.1XXS,"Contact with electric knife, sequela",external_causes,XX,External causes of morbidity,"Contact with electric knife, sequela",1,"contact with electric knife, sequela",CMS_ICD-10-CM_tabular_order
70020,W29.2XXA,"Contact with other powered household machinery, init encntr",external_causes,XX,External causes of morbidity,"Contact with other powered household machinery, initial encounter",1,"contact with other powered household machinery, init encntr",CMS_ICD-10-CM_tabular_order
70021,W29.2XXD,"Contact with other powered household machinery, subs encntr",external_causes,XX,External causes of morbidity,"Contact with other powered household machinery, subsequent encounter",1,"contact with other powered household machinery, subs encntr",CMS_ICD-10-CM_tabular_order
70022,W29.2XXS,"Contact with other powered household machinery, sequela",external_causes,XX,External causes of morbidity,"Contact with other powered household machinery, sequela",1,"contact with other powered household machinery, sequela",CMS_ICD-10-CM_tabular_order
70023,W29.3XXA,"Cntct w powered garden and outdoor hand tools and mach, init",external_causes,XX,External causes of morbidity,"Contact with powered garden and outdoor hand tools and machinery, initial encounter",1,"cntct w powered garden and outdoor hand tools and mach, init",CMS_ICD-10-CM_tabular_order
70024,W29.3XXD,"Cntct w powered garden and outdoor hand tools and mach, subs",external_causes,XX,External causes of morbidity,"Contact with powered garden and outdoor hand tools and machinery, subsequent encounter",1,"cntct w powered garden and outdoor hand tools and mach, subs",CMS_ICD-10-CM_tabular_order
70025,W29.3XXS,"Cntct w power garden and outdoor hand tools and mach, sqla",external_causes,XX,External causes of morbidity,"Contact with powered garden and outdoor hand tools and machinery, sequela",1,"cntct w power garden and outdoor hand tools and mach, sqla",CMS_ICD-10-CM_tabular_order
70026,W29.4XXA,"Contact with nail gun, initial encounter",external_causes,XX,External causes of morbidity,"Contact with nail gun, initial encounter",1,"contact with nail gun, initial encounter",CMS_ICD-10-CM_tabular_order
70027,W29.4XXD,"Contact with nail gun, subsequent encounter",external_causes,XX,External causes of morbidity,"Contact with nail gun, subsequent encounter",1,"contact with nail gun, subsequent encounter",CMS_ICD-10-CM_tabular_order
70028,W29.4XXS,"Contact with nail gun, sequela",external_causes,XX,External causes of morbidity,"Contact with nail gun, sequela",1,"contact with nail gun, sequela",CMS_ICD-10-CM_tabular_order
70029,W29.8XXA,"Cntct with other powered hand tools and household mach, init",external_causes,XX,External causes of morbidity,"Contact with other powered hand tools and household machinery, initial encounter",1,"cntct with other powered hand tools and household mach, init",CMS_ICD-10-CM_tabular_order
70030,W29.8XXD,"Cntct with other powered hand tools and household mach, subs",external_causes,XX,External causes of morbidity,"Contact with other powered hand tools and household machinery, subsequent encounter",1,"cntct with other powered hand tools and household mach, subs",CMS_ICD-10-CM_tabular_order
70031,W29.8XXS,"Cntct with other power hand tools and household mach, sqla",external_causes,XX,External causes of morbidity,"Contact with other powered hand tools and household machinery, sequela",1,"cntct with other power hand tools and household mach, sqla",CMS_ICD-10-CM_tabular_order
70032,W30.0XXA,"Contact with combine harvester, initial encounter",external_causes,XX,External causes of morbidity,"Contact with combine harvester, initial encounter",1,"contact with combine harvester, initial encounter",CMS_ICD-10-CM_tabular_order
70033,W30.0XXD,"Contact with combine harvester, subsequent encounter",external_causes,XX,External causes of morbidity,"Contact with combine harvester, subsequent encounter",1,"contact with combine harvester, subsequent encounter",CMS_ICD-10-CM_tabular_order
70034,W30.0XXS,"Contact with combine harvester, sequela",external_causes,XX,External causes of morbidity,"Contact with combine harvester, sequela",1,"contact with combine harvester, sequela",CMS_ICD-10-CM_tabular_order
70035,W30.1XXA,"Contact with power take-off devices (PTO), initial encounter",external_causes,XX,External causes of morbidity,"Contact with power take-off devices (PTO), initial encounter",1,"contact with power take-off devices (pto), initial encounter",CMS_ICD-10-CM_tabular_order
70036,W30.1XXD,"Contact with power take-off devices (PTO), subs encntr",external_causes,XX,External causes of morbidity,"Contact with power take-off devices (PTO), subsequent encounter",1,"contact with power take-off devices (pto), subs encntr",CMS_ICD-10-CM_tabular_order
70037,W30.1XXS,"Contact with power take-off devices (PTO), sequela",external_causes,XX,External causes of morbidity,"Contact with power take-off devices (PTO), sequela",1,"contact with power take-off devices (pto), sequela",CMS_ICD-10-CM_tabular_order
70038,W30.2XXA,"Contact with hay derrick, initial encounter",external_causes,XX,External causes of morbidity,"Contact with hay derrick, initial encounter",1,"contact with hay derrick, initial encounter",CMS_ICD-10-CM_tabular_order
70039,W30.2XXD,"Contact with hay derrick, subsequent encounter",external_causes,XX,External causes of morbidity,"Contact with hay derrick, subsequent encounter",1,"contact with hay derrick, subsequent encounter",CMS_ICD-10-CM_tabular_order
70040,W30.2XXS,"Contact with hay derrick, sequela",external_causes,XX,External causes of morbidity,"Contact with hay derrick, sequela",1,"contact with hay derrick, sequela",CMS_ICD-10-CM_tabular_order
70041,W30.3XXA,"Contact with grain storage elevator, initial encounter",external_causes,XX,External causes of morbidity,"Contact with grain storage elevator, initial encounter",1,"contact with grain storage elevator, initial encounter",CMS_ICD-10-CM_tabular_order
70042,W30.3XXD,"Contact with grain storage elevator, subsequent encounter",external_causes,XX,External causes of morbidity,"Contact with grain storage elevator, subsequent encounter",1,"contact with grain storage elevator, subsequent encounter",CMS_ICD-10-CM_tabular_order
70043,W30.3XXS,"Contact with grain storage elevator, sequela",external_causes,XX,External causes of morbidity,"Contact with grain storage elevator, sequela",1,"contact with grain storage elevator, sequela",CMS_ICD-10-CM_tabular_order
70044,W30.81XA,"Contact w agri transport vehicle in stationary use, init",external_causes,XX,External causes of morbidity,"Contact with agricultural transport vehicle in stationary use, initial encounter",1,"contact w agri transport vehicle in stationary use, init",CMS_ICD-10-CM_tabular_order
70045,W30.81XD,"Contact w agri transport vehicle in stationary use, subs",external_causes,XX,External causes of morbidity,"Contact with agricultural transport vehicle in stationary use, subsequent encounter",1,"contact w agri transport vehicle in stationary use, subs",CMS_ICD-10-CM_tabular_order
70046,W30.81XS,"Contact w agri transport vehicle in stationary use, sequela",external_causes,XX,External causes of morbidity,"Contact with agricultural transport vehicle in stationary use, sequela",1,"contact w agri transport vehicle in stationary use, sequela",CMS_ICD-10-CM_tabular_order
70047,W30.89XA,"Contact with oth agricultural machinery, init encntr",external_causes,XX,External causes of morbidity,"Contact with other specified agricultural machinery, initial encounter",1,"contact with oth agricultural machinery, init encntr",CMS_ICD-10-CM_tabular_order
70048,W30.89XD,"Contact with oth agricultural machinery, subs encntr",external_causes,XX,External causes of morbidity,"Contact with other specified agricultural machinery, subsequent encounter",1,"contact with oth agricultural machinery, subs encntr",CMS_ICD-10-CM_tabular_order
70049,W30.89XS,"Contact with other specified agricultural machinery, sequela",external_causes,XX,External causes of morbidity,"Contact with other specified agricultural machinery, sequela",1,"contact with other specified agricultural machinery, sequela",CMS_ICD-10-CM_tabular_order
70050,W30.9XXA,"Contact with unspecified agricultural machinery, init encntr",external_causes,XX,External causes of morbidity,"Contact with unspecified agricultural machinery, initial encounter",1,"contact with unspecified agricultural machinery, init encntr",CMS_ICD-10-CM_tabular_order
70051,W30.9XXD,"Contact with unspecified agricultural machinery, subs encntr",external_causes,XX,External causes of morbidity,"Contact with unspecified agricultural machinery, subsequent encounter",1,"contact with unspecified agricultural machinery, subs encntr",CMS_ICD-10-CM_tabular_order
70052,W30.9XXS,"Contact with unspecified agricultural machinery, sequela",external_causes,XX,External causes of morbidity,"Contact with unspecified agricultural machinery, sequela",1,"contact with unspecified agricultural machinery, sequela",CMS_ICD-10-CM_tabular_order
70053,W31.0XXA,"Contact w mining and earth-drilling machinery, init encntr",external_causes,XX,External causes of morbidity,"Contact with mining and earth-drilling machinery, initial encounter",1,"contact w mining and earth-drilling machinery, init encntr",CMS_ICD-10-CM_tabular_order
70054,W31.0XXD,"Contact w mining and earth-drilling machinery, subs encntr",external_causes,XX,External causes of morbidity,"Contact with mining and earth-drilling machinery, subsequent encounter",1,"contact w mining and earth-drilling machinery, subs encntr",CMS_ICD-10-CM_tabular_order
70055,W31.0XXS,"Contact with mining and earth-drilling machinery, sequela",external_causes,XX,External causes of morbidity,"Contact with mining and earth-drilling machinery, sequela",1,"contact with mining and earth-drilling machinery, sequela",CMS_ICD-10-CM_tabular_order
70056,W31.1XXA,"Contact with metalworking machines, initial encounter",external_causes,XX,External causes of morbidity,"Contact with metalworking machines, initial encounter",1,"contact with metalworking machines, initial encounter",CMS_ICD-10-CM_tabular_order
70057,W31.1XXD,"Contact with metalworking machines, subsequent encounter",external_causes,XX,External causes of morbidity,"Contact with metalworking machines, subsequent encounter",1,"contact with metalworking machines, subsequent encounter",CMS_ICD-10-CM_tabular_order
70058,W31.1XXS,"Contact with metalworking machines, sequela",external_causes,XX,External causes of morbidity,"Contact with metalworking machines, sequela",1,"contact with metalworking machines, sequela",CMS_ICD-10-CM_tabular_order
70059,W31.2XXA,"Contact w powered woodworking and forming machines, init",external_causes,XX,External causes of morbidity,"Contact with powered woodworking and forming machines, initial encounter",1,"contact w powered woodworking and forming machines, init",CMS_ICD-10-CM_tabular_order
70060,W31.2XXD,"Contact w powered woodworking and forming machines, subs",external_causes,XX,External causes of morbidity,"Contact with powered woodworking and forming machines, subsequent encounter",1,"contact w powered woodworking and forming machines, subs",CMS_ICD-10-CM_tabular_order
70061,W31.2XXS,"Contact w powered woodworking and forming machines, sequela",external_causes,XX,External causes of morbidity,"Contact with powered woodworking and forming machines, sequela",1,"contact w powered woodworking and forming machines, sequela",CMS_ICD-10-CM_tabular_order
70062,W31.3XXA,"Contact with prime movers, initial encounter",external_causes,XX,External causes of morbidity,"Contact with prime movers, initial encounter",1,"contact with prime movers, initial encounter",CMS_ICD-10-CM_tabular_order
70063,W31.3XXD,"Contact with prime movers, subsequent encounter",external_causes,XX,External causes of morbidity,"Contact with prime movers, subsequent encounter",1,"contact with prime movers, subsequent encounter",CMS_ICD-10-CM_tabular_order
70064,W31.3XXS,"Contact with prime movers, sequela",external_causes,XX,External causes of morbidity,"Contact with prime movers, sequela",1,"contact with prime movers, sequela",CMS_ICD-10-CM_tabular_order
70065,W31.81XA,"Contact with recreational machinery, initial encounter",external_causes,XX,External causes of morbidity,"Contact with recreational machinery, initial encounter",1,"contact with recreational machinery, initial encounter",CMS_ICD-10-CM_tabular_order
70066,W31.81XD,"Contact with recreational machinery, subsequent encounter",external_causes,XX,External causes of morbidity,"Contact with recreational machinery, subsequent encounter",1,"contact with recreational machinery, subsequent encounter",CMS_ICD-10-CM_tabular_order
70067,W31.81XS,"Contact with recreational machinery, sequela",external_causes,XX,External causes of morbidity,"Contact with recreational machinery, sequela",1,"contact with recreational machinery, sequela",CMS_ICD-10-CM_tabular_order
70068,W31.82XA,"Contact with other commercial machinery, initial encounter",external_causes,XX,External causes of morbidity,"Contact with other commercial machinery, initial encounter",1,"contact with other commercial machinery, initial encounter",CMS_ICD-10-CM_tabular_order
70069,W31.82XD,"Contact with other commercial machinery, subs encntr",external_causes,XX,External causes of morbidity,"Contact with other commercial machinery, subsequent encounter",1,"contact with other commercial machinery, subs encntr",CMS_ICD-10-CM_tabular_order
70070,W31.82XS,"Contact with other commercial machinery, sequela",external_causes,XX,External causes of morbidity,"Contact with other commercial machinery, sequela",1,"contact with other commercial machinery, sequela",CMS_ICD-10-CM_tabular_order
70071,W31.83XA,"Contact w special construct vehicle in stationary use, init",external_causes,XX,External causes of morbidity,"Contact with special construction vehicle in stationary use, initial encounter",1,"contact w special construct vehicle in stationary use, init",CMS_ICD-10-CM_tabular_order
70072,W31.83XD,"Contact w special construct vehicle in stationary use, subs",external_causes,XX,External causes of morbidity,"Contact with special construction vehicle in stationary use, subsequent encounter",1,"contact w special construct vehicle in stationary use, subs",CMS_ICD-10-CM_tabular_order
70073,W31.83XS,"Cntct w special construct vehicle in stationry use, sequela",external_causes,XX,External causes of morbidity,"Contact with special construction vehicle in stationary use, sequela",1,"cntct w special construct vehicle in stationry use, sequela",CMS_ICD-10-CM_tabular_order
70074,W31.89XA,"Contact with other specified machinery, initial encounter",external_causes,XX,External causes of morbidity,"Contact with other specified machinery, initial encounter",1,"contact with other specified machinery, initial encounter",CMS_ICD-10-CM_tabular_order
70075,W31.89XD,"Contact with other specified machinery, subsequent encounter",external_causes,XX,External causes of morbidity,"Contact with other specified machinery, subsequent encounter",1,"contact with other specified machinery, subsequent encounter",CMS_ICD-10-CM_tabular_order
70076,W31.89XS,"Contact with other specified machinery, sequela",external_causes,XX,External causes of morbidity,"Contact with other specified machinery, sequela",1,"contact with other specified machinery, sequela",CMS_ICD-10-CM_tabular_order
70077,W31.9XXA,"Contact with unspecified machinery, initial encounter",external_causes,XX,External causes of morbidity,"Contact with unspecified machinery, initial encounter",1,"contact with unspecified machinery, initial encounter",CMS_ICD-10-CM_tabular_order
70078,W31.9XXD,"Contact with unspecified machinery, subsequent encounter",external_causes,XX,External causes of morbidity,"Contact with unspecified machinery, subsequent encounter",1,"contact with unspecified machinery, subsequent encounter",CMS_ICD-10-CM_tabular_order
70079,W31.9XXS,"Contact with unspecified machinery, sequela",external_causes,XX,External causes of morbidity,"Contact with unspecified machinery, sequela",1,"contact with unspecified machinery, sequela",CMS_ICD-10-CM_tabular_order
70080,W32.0XXA,"Accidental handgun discharge, initial encounter",external_causes,XX,External causes of morbidity,"Accidental handgun discharge, initial encounter",1,"accidental handgun discharge, initial encounter",CMS_ICD-10-CM_tabular_order
70081,W32.0XXD,"Accidental handgun discharge, subsequent encounter",external_causes,XX,External causes of morbidity,"Accidental handgun discharge, subsequent encounter",1,"accidental handgun discharge, subsequent encounter",CMS_ICD-10-CM_tabular_order
70082,W32.0XXS,"Accidental handgun discharge, sequela",external_causes,XX,External causes of morbidity,"Accidental handgun discharge, sequela",1,"accidental handgun discharge, sequela",CMS_ICD-10-CM_tabular_order
70083,W32.1XXA,"Accidental handgun malfunction, initial encounter",external_causes,XX,External causes of morbidity,"Accidental handgun malfunction, initial encounter",1,"accidental handgun malfunction, initial encounter",CMS_ICD-10-CM_tabular_order
70084,W32.1XXD,"Accidental handgun malfunction, subsequent encounter",external_causes,XX,External causes of morbidity,"Accidental handgun malfunction, subsequent encounter",1,"accidental handgun malfunction, subsequent encounter",CMS_ICD-10-CM_tabular_order
70085,W32.1XXS,"Accidental handgun malfunction, sequela",external_causes,XX,External causes of morbidity,"Accidental handgun malfunction, sequela",1,"accidental handgun malfunction, sequela",CMS_ICD-10-CM_tabular_order
70086,W33.00XA,"Accidental discharge of unsp larger firearm, init encntr",external_causes,XX,External causes of morbidity,"Accidental discharge of unspecified larger firearm, initial encounter",1,"accidental discharge of unsp larger firearm, init encntr",CMS_ICD-10-CM_tabular_order
70087,W33.00XD,"Accidental discharge of unsp larger firearm, subs encntr",external_causes,XX,External causes of morbidity,"Accidental discharge of unspecified larger firearm, subsequent encounter",1,"accidental discharge of unsp larger firearm, subs encntr",CMS_ICD-10-CM_tabular_order
70088,W33.00XS,"Accidental discharge of unspecified larger firearm, sequela",external_causes,XX,External causes of morbidity,"Accidental discharge of unspecified larger firearm, sequela",1,"accidental discharge of unspecified larger firearm, sequela",CMS_ICD-10-CM_tabular_order
70089,W33.01XA,"Accidental discharge of shotgun, initial encounter",external_causes,XX,External causes of morbidity,"Accidental discharge of shotgun, initial encounter",1,"accidental discharge of shotgun, initial encounter",CMS_ICD-10-CM_tabular_order
70090,W33.01XD,"Accidental discharge of shotgun, subsequent encounter",external_causes,XX,External causes of morbidity,"Accidental discharge of shotgun, subsequent encounter",1,"accidental discharge of shotgun, subsequent encounter",CMS_ICD-10-CM_tabular_order
70091,W33.01XS,"Accidental discharge of shotgun, sequela",external_causes,XX,External causes of morbidity,"Accidental discharge of shotgun, sequela",1,"accidental discharge of shotgun, sequela",CMS_ICD-10-CM_tabular_order
70092,W33.02XA,"Accidental discharge of hunting rifle, initial encounter",external_causes,XX,External causes of morbidity,"Accidental discharge of hunting rifle, initial encounter",1,"accidental discharge of hunting rifle, initial encounter",CMS_ICD-10-CM_tabular_order
70093,W33.02XD,"Accidental discharge of hunting rifle, subsequent encounter",external_causes,XX,External causes of morbidity,"Accidental discharge of hunting rifle, subsequent encounter",1,"accidental discharge of hunting rifle, subsequent encounter",CMS_ICD-10-CM_tabular_order
70094,W33.02XS,"Accidental discharge of hunting rifle, sequela",external_causes,XX,External causes of morbidity,"Accidental discharge of hunting rifle, sequela",1,"accidental discharge of hunting rifle, sequela",CMS_ICD-10-CM_tabular_order
70095,W33.03XA,"Accidental discharge of machine gun, initial encounter",external_causes,XX,External causes of morbidity,"Accidental discharge of machine gun, initial encounter",1,"accidental discharge of machine gun, initial encounter",CMS_ICD-10-CM_tabular_order
70096,W33.03XD,"Accidental discharge of machine gun, subsequent encounter",external_causes,XX,External causes of morbidity,"Accidental discharge of machine gun, subsequent encounter",1,"accidental discharge of machine gun, subsequent encounter",CMS_ICD-10-CM_tabular_order
70097,W33.03XS,"Accidental discharge of machine gun, sequela",external_causes,XX,External causes of morbidity,"Accidental discharge of machine gun, sequela",1,"accidental discharge of machine gun, sequela",CMS_ICD-10-CM_tabular_order
70098,W33.09XA,"Accidental discharge of other larger firearm, init encntr",external_causes,XX,External causes of morbidity,"Accidental discharge of other larger firearm, initial encounter",1,"accidental discharge of other larger firearm, init encntr",CMS_ICD-10-CM_tabular_order
70099,W33.09XD,"Accidental discharge of other larger firearm, subs encntr",external_causes,XX,External causes of morbidity,"Accidental discharge of other larger firearm, subsequent encounter",1,"accidental discharge of other larger firearm, subs encntr",CMS_ICD-10-CM_tabular_order
70100,W33.09XS,"Accidental discharge of other larger firearm, sequela",external_causes,XX,External causes of morbidity,"Accidental discharge of other larger firearm, sequela",1,"accidental discharge of other larger firearm, sequela",CMS_ICD-10-CM_tabular_order
70101,W33.10XA,"Accidental malfunction of unsp larger firearm, init encntr",external_causes,XX,External causes of morbidity,"Accidental malfunction of unspecified larger firearm, initial encounter",1,"accidental malfunction of unsp larger firearm, init encntr",CMS_ICD-10-CM_tabular_order
70102,W33.10XD,"Accidental malfunction of unsp larger firearm, subs encntr",external_causes,XX,External causes of morbidity,"Accidental malfunction of unspecified larger firearm, subsequent encounter",1,"accidental malfunction of unsp larger firearm, subs encntr",CMS_ICD-10-CM_tabular_order
70103,W33.10XS,"Accidental malfunction of unsp larger firearm, sequela",external_causes,XX,External causes of morbidity,"Accidental malfunction of unspecified larger firearm, sequela",1,"accidental malfunction of unsp larger firearm, sequela",CMS_ICD-10-CM_tabular_order
70104,W33.11XA,"Accidental malfunction of shotgun, initial encounter",external_causes,XX,External causes of morbidity,"Accidental malfunction of shotgun, initial encounter",1,"accidental malfunction of shotgun, initial encounter",CMS_ICD-10-CM_tabular_order
70105,W33.11XD,"Accidental malfunction of shotgun, subsequent encounter",external_causes,XX,External causes of morbidity,"Accidental malfunction of shotgun, subsequent encounter",1,"accidental malfunction of shotgun, subsequent encounter",CMS_ICD-10-CM_tabular_order
70106,W33.11XS,"Accidental malfunction of shotgun, sequela",external_causes,XX,External causes of morbidity,"Accidental malfunction of shotgun, sequela",1,"accidental malfunction of shotgun, sequela",CMS_ICD-10-CM_tabular_order
70107,W33.12XA,"Accidental malfunction of hunting rifle, initial encounter",external_causes,XX,External causes of morbidity,"Accidental malfunction of hunting rifle, initial encounter",1,"accidental malfunction of hunting rifle, initial encounter",CMS_ICD-10-CM_tabular_order
70108,W33.12XD,"Accidental malfunction of hunting rifle, subs encntr",external_causes,XX,External causes of morbidity,"Accidental malfunction of hunting rifle, subsequent encounter",1,"accidental malfunction of hunting rifle, subs encntr",CMS_ICD-10-CM_tabular_order
70109,W33.12XS,"Accidental malfunction of hunting rifle, sequela",external_causes,XX,External causes of morbidity,"Accidental malfunction of hunting rifle, sequela",1,"accidental malfunction of hunting rifle, sequela",CMS_ICD-10-CM_tabular_order
70110,W33.13XA,"Accidental malfunction of machine gun, initial encounter",external_causes,XX,External causes of morbidity,"Accidental malfunction of machine gun, initial encounter",1,"accidental malfunction of machine gun, initial encounter",CMS_ICD-10-CM_tabular_order
70111,W33.13XD,"Accidental malfunction of machine gun, subsequent encounter",external_causes,XX,External causes of morbidity,"Accidental malfunction of machine gun, subsequent encounter",1,"accidental malfunction of machine gun, subsequent encounter",CMS_ICD-10-CM_tabular_order
70112,W33.13XS,"Accidental malfunction of machine gun, sequela",external_causes,XX,External causes of morbidity,"Accidental malfunction of machine gun, sequela",1,"accidental malfunction of machine gun, sequela",CMS_ICD-10-CM_tabular_order
70113,W33.19XA,"Accidental malfunction of other larger firearm, init encntr",external_causes,XX,External causes of morbidity,"Accidental malfunction of other larger firearm, initial encounter",1,"accidental malfunction of other larger firearm, init encntr",CMS_ICD-10-CM_tabular_order
70114,W33.19XD,"Accidental malfunction of other larger firearm, subs encntr",external_causes,XX,External causes of morbidity,"Accidental malfunction of other larger firearm, subsequent encounter",1,"accidental malfunction of other larger firearm, subs encntr",CMS_ICD-10-CM_tabular_order
70115,W33.19XS,"Accidental malfunction of other larger firearm, sequela",external_causes,XX,External causes of morbidity,"Accidental malfunction of other larger firearm, sequela",1,"accidental malfunction of other larger firearm, sequela",CMS_ICD-10-CM_tabular_order
70116,W34.00XA,"Accidental discharge from unsp firearms or gun, init encntr",external_causes,XX,External causes of morbidity,"Accidental discharge from unspecified firearms or gun, initial encounter",1,"accidental discharge from unsp firearms or gun, init encntr",CMS_ICD-10-CM_tabular_order
70117,W34.00XD,"Accidental discharge from unsp firearms or gun, subs encntr",external_causes,XX,External causes of morbidity,"Accidental discharge from unspecified firearms or gun, subsequent encounter",1,"accidental discharge from unsp firearms or gun, subs encntr",CMS_ICD-10-CM_tabular_order
70118,W34.00XS,"Accidental discharge from unsp firearms or gun, sequela",external_causes,XX,External causes of morbidity,"Accidental discharge from unspecified firearms or gun, sequela",1,"accidental discharge from unsp firearms or gun, sequela",CMS_ICD-10-CM_tabular_order
70119,W34.010A,"Accidental discharge of airgun, initial encounter",external_causes,XX,External causes of morbidity,"Accidental discharge of airgun, initial encounter",1,"accidental discharge of airgun, initial encounter",CMS_ICD-10-CM_tabular_order
70120,W34.010D,"Accidental discharge of airgun, subsequent encounter",external_causes,XX,External causes of morbidity,"Accidental discharge of airgun, subsequent encounter",1,"accidental discharge of airgun, subsequent encounter",CMS_ICD-10-CM_tabular_order
70121,W34.010S,"Accidental discharge of airgun, sequela",external_causes,XX,External causes of morbidity,"Accidental discharge of airgun, sequela",1,"accidental discharge of airgun, sequela",CMS_ICD-10-CM_tabular_order
70122,W34.011A,"Accidental discharge of paintball gun, initial encounter",external_causes,XX,External causes of morbidity,"Accidental discharge of paintball gun, initial encounter",1,"accidental discharge of paintball gun, initial encounter",CMS_ICD-10-CM_tabular_order
70123,W34.011D,"Accidental discharge of paintball gun, subsequent encounter",external_causes,XX,External causes of morbidity,"Accidental discharge of paintball gun, subsequent encounter",1,"accidental discharge of paintball gun, subsequent encounter",CMS_ICD-10-CM_tabular_order
70124,W34.011S,"Accidental discharge of paintball gun, sequela",external_causes,XX,External causes of morbidity,"Accidental discharge of paintball gun, sequela",1,"accidental discharge of paintball gun, sequela",CMS_ICD-10-CM_tabular_order
70125,W34.018A,"Accidental discharge of gas, air or sprng-op gun, init",external_causes,XX,External causes of morbidity,"Accidental discharge of other gas, air or spring-operated gun, initial encounter",1,"accidental discharge of gas, air or sprng-op gun, init",CMS_ICD-10-CM_tabular_order
70126,W34.018D,"Accidental discharge of gas, air or sprng-op gun, subs",external_causes,XX,External causes of morbidity,"Accidental discharge of other gas, air or spring-operated gun, subsequent encounter",1,"accidental discharge of gas, air or sprng-op gun, subs",CMS_ICD-10-CM_tabular_order
70127,W34.018S,"Accidental discharge of gas, air or sprng-op gun, sequela",external_causes,XX,External causes of morbidity,"Accidental discharge of other gas, air or spring-operated gun, sequela",1,"accidental discharge of gas, air or sprng-op gun, sequela",CMS_ICD-10-CM_tabular_order
