condition_id,icd10_code,condition_name,icd10_category,chapter_code,chapter_title,long_description,is_billable,search_name,source
60029,T43.644S,"Poisoning by ecstasy, undetermined, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by ecstasy, undetermined, sequela",1,"poisoning by ecstasy, undetermined, sequela",CMS_ICD-10-CM_tabular_order
60030,T43.651A,"Poisoning by methamphetamines accidental, init",health_factors,XXI,Factors influencing health status,"Poisoning by methamphetamines accidental (unintentional), initial encounter",1,"poisoning by methamphetamines accidental, init",CMS_ICD-10-CM_tabular_order
60031,T43.651D,"Poisoning by methamphetamines accidental, subs",health_factors,XXI,Factors influencing health status,"Poisoning by methamphetamines accidental (unintentional), subsequent encounter",1,"poisoning by methamphetamines accidental, subs",CMS_ICD-10-CM_tabular_order
60032,T43.651S,"Poisoning by methamphetamines accidental, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by methamphetamines accidental (unintentional), sequela",1,"poisoning by methamphetamines accidental, sequela",CMS_ICD-10-CM_tabular_order
60033,T43.652A,"Poisoning by methamphetamines self-harm, initial encounter",health_factors,XXI,Factors influencing health status,"Poisoning by methamphetamines intentional self-harm, initial encounter",1,"poisoning by methamphetamines self-harm, initial encounter",CMS_ICD-10-CM_tabular_order
60034,T43.652D,"Poisoning by methamphetamines self-harm, subs",health_factors,XXI,Factors influencing health status,"Poisoning by methamphetamines intentional self-harm, subsequent encounter",1,"poisoning by methamphetamines self-harm, subs",CMS_ICD-10-CM_tabular_order
60035,T43.652S,"Poisoning by methamphetamines intentional self-harm, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by methamphetamines intentional self-harm, sequela",1,"poisoning by methamphetamines intentional self-harm, sequela",CMS_ICD-10-CM_tabular_order
60036,T43.653A,"Poisoning by methamphetamines, assault, initial encounter",health_factors,XXI,Factors influencing health status,"Poisoning by methamphetamines, assault, initial encounter",1,"poisoning by methamphetamines, assault, initial encounter",CMS_ICD-10-CM_tabular_order
60037,T43.653D,"Poisoning by methamphetamines, assault, subsequent encounter",health_factors,XXI,Factors influencing health status,"Poisoning by methamphetamines, assault, subsequent encounter",1,"poisoning by methamphetamines, assault, subsequent encounter",CMS_ICD-10-CM_tabular_order
60038,T43.653S,"Poisoning by methamphetamines, assault, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by methamphetamines, assault, sequela",1,"poisoning by methamphetamines, assault, sequela",CMS_ICD-10-CM_tabular_order
60039,T43.654A,"Poisoning by methamphetamines, undetermined, init",health_factors,XXI,Factors influencing health status,"Poisoning by methamphetamines, undetermined, initial encounter",1,"poisoning by methamphetamines, undetermined, init",CMS_ICD-10-CM_tabular_order
60040,T43.654D,"Poisoning by methamphetamines, undetermined, subs",health_factors,XXI,Factors influencing health status,"Poisoning by methamphetamines, undetermined, subsequent encounter",1,"poisoning by methamphetamines, undetermined, subs",CMS_ICD-10-CM_tabular_order
60041,T43.654S,"Poisoning by methamphetamines, undetermined, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by methamphetamines, undetermined, sequela",1,"poisoning by methamphetamines, undetermined, sequela",CMS_ICD-10-CM_tabular_order
60042,T43.655A,"Adverse effect of methamphetamines, initial encounter",health_factors,XXI,Factors influencing health status,"Adverse effect of methamphetamines, initial encounter",1,"adverse effect of methamphetamines, initial encounter",CMS_ICD-10-CM_tabular_order
60043,T43.655D,"Adverse effect of methamphetamines, subsequent encounter",health_factors,XXI,Factors influencing health status,"Adverse effect of methamphetamines, subsequent encounter",1,"adverse effect of methamphetamines, subsequent encounter",CMS_ICD-10-CM_tabular_order
60044,T43.655S,"Adverse effect of methamphetamines, sequela",health_factors,XXI,Factors influencing health status,"Adverse effect of methamphetamines, sequela",1,"adverse effect of methamphetamines, sequela",CMS_ICD-10-CM_tabular_order
60045,T43.656A,"Underdosing of methamphetamines, initial encounter",health_factors,XXI,Factors influencing health status,"Underdosing of methamphetamines, initial encounter",1,"underdosing of methamphetamines, initial encounter",CMS_ICD-10-CM_tabular_order
60046,T43.656D,"Underdosing of methamphetamines, subsequent encounter",health_factors,XXI,Factors influencing health status,"Underdosing of methamphetamines, subsequent encounter",1,"underdosing of methamphetamines, subsequent encounter",CMS_ICD-10-CM_tabular_order
60047,T43.656S,"Underdosing of methamphetamines, sequela",health_factors,XXI,Factors influencing health status,"Underdosing of methamphetamines, sequela",1,"underdosing of methamphetamines, sequela",CMS_ICD-10-CM_tabular_order
60048,T43.691A,"Poisoning by oth psychostim, accidental, init",health_factors,XXI,Factors influencing health status,"Poisoning by other psychostimulants, accidental (unintentional), initial encounter",1,"poisoning by oth psychostim, accidental, init",CMS_ICD-10-CM_tabular_order
60049,T43.691D,"Poisoning by oth psychostim, accidental, subs",health_factors,XXI,Factors influencing health status,"Poisoning by other psychostimulants, accidental (unintentional), subsequent encounter",1,"poisoning by oth psychostim, accidental, subs",CMS_ICD-10-CM_tabular_order
60050,T43.691S,"Poisoning by oth psychostim, accidental, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by other psychostimulants, accidental (unintentional), sequela",1,"poisoning by oth psychostim, accidental, sequela",CMS_ICD-10-CM_tabular_order
60051,T43.692A,"Poisoning by oth psychostimulants, self-harm, init",health_factors,XXI,Factors influencing health status,"Poisoning by other psychostimulants, intentional self-harm, initial encounter",1,"poisoning by oth psychostimulants, self-harm, init",CMS_ICD-10-CM_tabular_order
60052,T43.692D,"Poisoning by oth psychostimulants, self-harm, subs",health_factors,XXI,Factors influencing health status,"Poisoning by other psychostimulants, intentional self-harm, subsequent encounter",1,"poisoning by oth psychostimulants, self-harm, subs",CMS_ICD-10-CM_tabular_order
60053,T43.692S,"Poisoning by oth psychostimulants, self-harm, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by other psychostimulants, intentional self-harm, sequela",1,"poisoning by oth psychostimulants, self-harm, sequela",CMS_ICD-10-CM_tabular_order
60054,T43.693A,"Poisoning by other psychostimulants, assault, init encntr",health_factors,XXI,Factors influencing health status,"Poisoning by other psychostimulants, assault, initial encounter",1,"poisoning by other psychostimulants, assault, init encntr",CMS_ICD-10-CM_tabular_order
60055,T43.693D,"Poisoning by other psychostimulants, assault, subs encntr",health_factors,XXI,Factors influencing health status,"Poisoning by other psychostimulants, assault, subsequent encounter",1,"poisoning by other psychostimulants, assault, subs encntr",CMS_ICD-10-CM_tabular_order
60056,T43.693S,"Poisoning by other psychostimulants, assault, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by other psychostimulants, assault, sequela",1,"poisoning by other psychostimulants, assault, sequela",CMS_ICD-10-CM_tabular_order
60057,T43.694A,"Poisoning by oth psychostimulants, undetermined, init encntr",health_factors,XXI,Factors influencing health status,"Poisoning by other psychostimulants, undetermined, initial encounter",1,"poisoning by oth psychostimulants, undetermined, init encntr",CMS_ICD-10-CM_tabular_order
60058,T43.694D,"Poisoning by oth psychostimulants, undetermined, subs encntr",health_factors,XXI,Factors influencing health status,"Poisoning by other psychostimulants, undetermined, subsequent encounter",1,"poisoning by oth psychostimulants, undetermined, subs encntr",CMS_ICD-10-CM_tabular_order
60059,T43.694S,"Poisoning by other psychostimulants, undetermined, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by other psychostimulants, undetermined, sequela",1,"poisoning by other psychostimulants, undetermined, sequela",CMS_ICD-10-CM_tabular_order
60060,T43.695A,"Adverse effect of other psychostimulants, initial encounter",health_factors,XXI,Factors influencing health status,"Adverse effect of other psychostimulants, initial encounter",1,"adverse effect of other psychostimulants, initial encounter",CMS_ICD-10-CM_tabular_order
60061,T43.695D,"Adverse effect of other psychostimulants, subs encntr",health_factors,XXI,Factors influencing health status,"Adverse effect of other psychostimulants, subsequent encounter",1,"adverse effect of other psychostimulants, subs encntr",CMS_ICD-10-CM_tabular_order
60062,T43.695S,"Adverse effect of other psychostimulants, sequela",health_factors,XXI,Factors influencing health status,"Adverse effect of other psychostimulants, sequela",1,"adverse effect of other psychostimulants, sequela",CMS_ICD-10-CM_tabular_order
60063,T43.696A,"Underdosing of other psychostimulants, initial encounter",health_factors,XXI,Factors influencing health status,"Underdosing of other psychostimulants, initial encounter",1,"underdosing of other psychostimulants, initial encounter",CMS_ICD-10-CM_tabular_order
60064,T43.696D,"Underdosing of other psychostimulants, subsequent encounter",health_factors,XXI,Factors influencing health status,"Underdosing of other psychostimulants, subsequent encounter",1,"underdosing of other psychostimulants, subsequent encounter",CMS_ICD-10-CM_tabular_order
60065,T43.696S,"Underdosing of other psychostimulants, sequela",health_factors,XXI,Factors influencing health status,"Underdosing of other psychostimulants, sequela",1,"underdosing of other psychostimulants, sequela",CMS_ICD-10-CM_tabular_order
60066,T43.8X1A,"Poisoning by oth psychotropic drugs, accidental, init",health_factors,XXI,Factors influencing health status,"Poisoning by other psychotropic drugs, accidental (unintentional), initial encounter",1,"poisoning by oth psychotropic drugs, accidental, init",CMS_ICD-10-CM_tabular_order
60067,T43.8X1D,"Poisoning by oth psychotropic drugs, accidental, subs",health_factors,XXI,Factors influencing health status,"Poisoning by other psychotropic drugs, accidental (unintentional), subsequent encounter",1,"poisoning by oth psychotropic drugs, accidental, subs",CMS_ICD-10-CM_tabular_order
60068,T43.8X1S,"Poisoning by oth psychotropic drugs, accidental, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by other psychotropic drugs, accidental (unintentional), sequela",1,"poisoning by oth psychotropic drugs, accidental, sequela",CMS_ICD-10-CM_tabular_order
60069,T43.8X2A,"Poisoning by oth psychotropic drugs, self-harm, init",health_factors,XXI,Factors influencing health status,"Poisoning by other psychotropic drugs, intentional self-harm, initial encounter",1,"poisoning by oth psychotropic drugs, self-harm, init",CMS_ICD-10-CM_tabular_order
60070,T43.8X2D,"Poisoning by oth psychotropic drugs, self-harm, subs",health_factors,XXI,Factors influencing health status,"Poisoning by other psychotropic drugs, intentional self-harm, subsequent encounter",1,"poisoning by oth psychotropic drugs, self-harm, subs",CMS_ICD-10-CM_tabular_order
60071,T43.8X2S,"Poisoning by oth psychotropic drugs, self-harm, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by other psychotropic drugs, intentional self-harm, sequela",1,"poisoning by oth psychotropic drugs, self-harm, sequela",CMS_ICD-10-CM_tabular_order
60072,T43.8X3A,"Poisoning by other psychotropic drugs, assault, init encntr",health_factors,XXI,Factors influencing health status,"Poisoning by other psychotropic drugs, assault, initial encounter",1,"poisoning by other psychotropic drugs, assault, init encntr",CMS_ICD-10-CM_tabular_order
60073,T43.8X3D,"Poisoning by other psychotropic drugs, assault, subs encntr",health_factors,XXI,Factors influencing health status,"Poisoning by other psychotropic drugs, assault, subsequent encounter",1,"poisoning by other psychotropic drugs, assault, subs encntr",CMS_ICD-10-CM_tabular_order
60074,T43.8X3S,"Poisoning by other psychotropic drugs, assault, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by other psychotropic drugs, assault, sequela",1,"poisoning by other psychotropic drugs, assault, sequela",CMS_ICD-10-CM_tabular_order
60075,T43.8X4A,"Poisoning by oth psychotropic drugs, undetermined, init",health_factors,XXI,Factors influencing health status,"Poisoning by other psychotropic drugs, undetermined, initial encounter",1,"poisoning by oth psychotropic drugs, undetermined, init",CMS_ICD-10-CM_tabular_order
60076,T43.8X4D,"Poisoning by oth psychotropic drugs, undetermined, subs",health_factors,XXI,Factors influencing health status,"Poisoning by other psychotropic drugs, undetermined, subsequent encounter",1,"poisoning by oth psychotropic drugs, undetermined, subs",CMS_ICD-10-CM_tabular_order
60077,T43.8X4S,"Poisoning by other psychotropic drugs, undetermined, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by other psychotropic drugs, undetermined, sequela",1,"poisoning by other psychotropic drugs, undetermined, sequela",CMS_ICD-10-CM_tabular_order
60078,T43.8X5A,"Adverse effect of other psychotropic drugs, init encntr",health_factors,XXI,Factors influencing health status,"Adverse effect of other psychotropic drugs, initial encounter",1,"adverse effect of other psychotropic drugs, init encntr",CMS_ICD-10-CM_tabular_order
60079,T43.8X5D,"Adverse effect of other psychotropic drugs, subs encntr",health_factors,XXI,Factors influencing health status,"Adverse effect of other psychotropic drugs, subsequent encounter",1,"adverse effect of other psychotropic drugs, subs encntr",CMS_ICD-10-CM_tabular_order
60080,T43.8X5S,"Adverse effect of other psychotropic drugs, sequela",health_factors,XXI,Factors influencing health status,"Adverse effect of other psychotropic drugs, sequela",1,"adverse effect of other psychotropic drugs, sequela",CMS_ICD-10-CM_tabular_order
60081,T43.8X6A,"Underdosing of other psychotropic drugs, initial encounter",health_factors,XXI,Factors influencing health status,"Underdosing of other psychotropic drugs, initial encounter",1,"underdosing of other psychotropic drugs, initial encounter",CMS_ICD-10-CM_tabular_order
60082,T43.8X6D,"Underdosing of other psychotropic drugs, subs encntr",health_factors,XXI,Factors influencing health status,"Underdosing of other psychotropic drugs, subsequent encounter",1,"underdosing of other psychotropic drugs, subs encntr",CMS_ICD-10-CM_tabular_order
60083,T43.8X6S,"Underdosing of other psychotropic drugs, sequela",health_factors,XXI,Factors influencing health status,"Underdosing of other psychotropic drugs, sequela",1,"underdosing of other psychotropic drugs, sequela",CMS_ICD-10-CM_tabular_order
60084,T43.91XA,"Poisoning by unsp psychotropic drug, accidental, init",health_factors,XXI,Factors influencing health status,"Poisoning by unspecified psychotropic drug, accidental (unintentional), initial encounter",1,"poisoning by unsp psychotropic drug, accidental, init",CMS_ICD-10-CM_tabular_order
60085,T43.91XD,"Poisoning by unsp psychotropic drug, accidental, subs",health_factors,XXI,Factors influencing health status,"Poisoning by unspecified psychotropic drug, accidental (unintentional), subsequent encounter",1,"poisoning by unsp psychotropic drug, accidental, subs",CMS_ICD-10-CM_tabular_order
60086,T43.91XS,"Poisoning by unsp psychotropic drug, accidental, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by unspecified psychotropic drug, accidental (unintentional), sequela",1,"poisoning by unsp psychotropic drug, accidental, sequela",CMS_ICD-10-CM_tabular_order
60087,T43.92XA,"Poisoning by unsp psychotropic drug, self-harm, init",health_factors,XXI,Factors influencing health status,"Poisoning by unspecified psychotropic drug, intentional self-harm, initial encounter",1,"poisoning by unsp psychotropic drug, self-harm, init",CMS_ICD-10-CM_tabular_order
60088,T43.92XD,"Poisoning by unsp psychotropic drug, self-harm, subs",health_factors,XXI,Factors influencing health status,"Poisoning by unspecified psychotropic drug, intentional self-harm, subsequent encounter",1,"poisoning by unsp psychotropic drug, self-harm, subs",CMS_ICD-10-CM_tabular_order
60089,T43.92XS,"Poisoning by unsp psychotropic drug, self-harm, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by unspecified psychotropic drug, intentional self-harm, sequela",1,"poisoning by unsp psychotropic drug, self-harm, sequela",CMS_ICD-10-CM_tabular_order
60090,T43.93XA,"Poisoning by unsp psychotropic drug, assault, init encntr",health_factors,XXI,Factors influencing health status,"Poisoning by unspecified psychotropic drug, assault, initial encounter",1,"poisoning by unsp psychotropic drug, assault, init encntr",CMS_ICD-10-CM_tabular_order
60091,T43.93XD,"Poisoning by unsp psychotropic drug, assault, subs encntr",health_factors,XXI,Factors influencing health status,"Poisoning by unspecified psychotropic drug, assault, subsequent encounter",1,"poisoning by unsp psychotropic drug, assault, subs encntr",CMS_ICD-10-CM_tabular_order
60092,T43.93XS,"Poisoning by unspecified psychotropic drug, assault, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by unspecified psychotropic drug, assault, sequela",1,"poisoning by unspecified psychotropic drug, assault, sequela",CMS_ICD-10-CM_tabular_order
60093,T43.94XA,"Poisoning by unsp psychotropic drug, undetermined, init",health_factors,XXI,Factors influencing health status,"Poisoning by unspecified psychotropic drug, undetermined, initial encounter",1,"poisoning by unsp psychotropic drug, undetermined, init",CMS_ICD-10-CM_tabular_order
60094,T43.94XD,"Poisoning by unsp psychotropic drug, undetermined, subs",health_factors,XXI,Factors influencing health status,"Poisoning by unspecified psychotropic drug, undetermined, subsequent encounter",1,"poisoning by unsp psychotropic drug, undetermined, subs",CMS_ICD-10-CM_tabular_order
60095,T43.94XS,"Poisoning by unsp psychotropic drug, undetermined, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by unspecified psychotropic drug, undetermined, sequela",1,"poisoning by unsp psychotropic drug, undetermined, sequela",CMS_ICD-10-CM_tabular_order
60096,T43.95XA,"Adverse effect of unspecified psychotropic drug, init encntr",health_factors,XXI,Factors influencing health status,"Adverse effect of unspecified psychotropic drug, initial encounter",1,"adverse effect of unspecified psychotropic drug, init encntr",CMS_ICD-10-CM_tabular_order
60097,T43.95XD,"Adverse effect of unspecified psychotropic drug, subs encntr",health_factors,XXI,Factors influencing health status,"Adverse effect of unspecified psychotropic drug, subsequent encounter",1,"adverse effect of unspecified psychotropic drug, subs encntr",CMS_ICD-10-CM_tabular_order
60098,T43.95XS,"Adverse effect of unspecified psychotropic drug, sequela",health_factors,XXI,Factors influencing health status,"Adverse effect of unspecified psychotropic drug, sequela",1,"adverse effect of unspecified psychotropic drug, sequela",CMS_ICD-10-CM_tabular_order
60099,T43.96XA,"Underdosing of unspecified psychotropic drug, init encntr",health_factors,XXI,Factors influencing health status,"Underdosing of unspecified psychotropic drug, initial encounter",1,"underdosing of unspecified psychotropic drug, init encntr",CMS_ICD-10-CM_tabular_order
60100,T43.96XD,"Underdosing of unspecified psychotropic drug, subs encntr",health_factors,XXI,Factors influencing health status,"Underdosing of unspecified psychotropic drug, subsequent encounter",1,"underdosing of unspecified psychotropic drug, subs encntr",CMS_ICD-10-CM_tabular_order
60101,T43.96XS,"Underdosing of unspecified psychotropic drug, sequela",health_factors,XXI,Factors influencing health status,"Underdosing of unspecified psychotropic drug, sequela",1,"underdosing of unspecified psychotropic drug, sequela",CMS_ICD-10-CM_tabular_order
60102,T44.0X1A,"Poisoning by anticholin agents, accidental, init",health_factors,XXI,Factors influencing health status,"Poisoning by anticholinesterase agents, accidental (unintentional), initial encounter",1,"poisoning by anticholin agents, accidental, init",CMS_ICD-10-CM_tabular_order
60103,T44.0X1D,"Poisoning by anticholin agents, accidental, subs",health_factors,XXI,Factors influencing health status,"Poisoning by anticholinesterase agents, accidental (unintentional), subsequent encounter",1,"poisoning by anticholin agents, accidental, subs",CMS_ICD-10-CM_tabular_order
60104,T44.0X1S,"Poisoning by anticholin agents, accidental, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by anticholinesterase agents, accidental (unintentional), sequela",1,"poisoning by anticholin agents, accidental, sequela",CMS_ICD-10-CM_tabular_order
60105,T44.0X2A,"Poisoning by anticholinesterase agents, self-harm, init",health_factors,XXI,Factors influencing health status,"Poisoning by anticholinesterase agents, intentional self-harm, initial encounter",1,"poisoning by anticholinesterase agents, self-harm, init",CMS_ICD-10-CM_tabular_order
60106,T44.0X2D,"Poisoning by anticholinesterase agents, self-harm, subs",health_factors,XXI,Factors influencing health status,"Poisoning by anticholinesterase agents, intentional self-harm, subsequent encounter",1,"poisoning by anticholinesterase agents, self-harm, subs",CMS_ICD-10-CM_tabular_order
60107,T44.0X2S,"Poisoning by anticholinesterase agents, self-harm, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by anticholinesterase agents, intentional self-harm, sequela",1,"poisoning by anticholinesterase agents, self-harm, sequela",CMS_ICD-10-CM_tabular_order
60108,T44.0X3A,"Poisoning by anticholinesterase agents, assault, init encntr",health_factors,XXI,Factors influencing health status,"Poisoning by anticholinesterase agents, assault, initial encounter",1,"poisoning by anticholinesterase agents, assault, init encntr",CMS_ICD-10-CM_tabular_order
60109,T44.0X3D,"Poisoning by anticholinesterase agents, assault, subs encntr",health_factors,XXI,Factors influencing health status,"Poisoning by anticholinesterase agents, assault, subsequent encounter",1,"poisoning by anticholinesterase agents, assault, subs encntr",CMS_ICD-10-CM_tabular_order
60110,T44.0X3S,"Poisoning by anticholinesterase agents, assault, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by anticholinesterase agents, assault, sequela",1,"poisoning by anticholinesterase agents, assault, sequela",CMS_ICD-10-CM_tabular_order
60111,T44.0X4A,"Poisoning by anticholinesterase agents, undetermined, init",health_factors,XXI,Factors influencing health status,"Poisoning by anticholinesterase agents, undetermined, initial encounter",1,"poisoning by anticholinesterase agents, undetermined, init",CMS_ICD-10-CM_tabular_order
60112,T44.0X4D,"Poisoning by anticholinesterase agents, undetermined, subs",health_factors,XXI,Factors influencing health status,"Poisoning by anticholinesterase agents, undetermined, subsequent encounter",1,"poisoning by anticholinesterase agents, undetermined, subs",CMS_ICD-10-CM_tabular_order
60113,T44.0X4S,"Poisoning by anticholin agents, undetermined, sequela",health_factors,XXI,Factors influencing health status,"Poisoning by anticholinesterase agents, undetermined, sequela",1,"poisoning by anticholin agents, undetermined, sequela",CMS_ICD-10-CM_tabular_order
60114,T44.0X5A,"Adverse effect of anticholinesterase agents, init encntr",health_factors,XXI,Factors influencing health status,"Adverse effect of anticholinesterase agents, initial encounter",1,"adverse effect of anticholinesterase agents, init encntr",CMS_ICD-10-CM_tabular_order
60115,T44.0X5D,"Adverse effect of anticholinesterase agents, subs encntr",health_factors,XXI,Factors influencing health status,"Adverse effect of anticholinesterase agents, subsequent encounter",1,"adverse effect of anticholinesterase agents, subs encntr",CMS_ICD-10-CM_tabular_order
