condition_id,icd10_code,condition_name,icd10_category,chapter_code,chapter_title,long_description,is_billable,search_name,source
12,A01.2,Paratyphoid fever B,infectious_parasitic,I,Certain infectious and parasitic diseases,Paratyphoid fever B,1,paratyphoid fever b,CMS_ICD-10-CM_tabular_order
13,A01.3,Paratyphoid fever C,infectious_parasitic,I,Certain infectious and parasitic diseases,Paratyphoid fever C,1,paratyphoid fever c,CMS_ICD-10-CM_tabular_order
14,A01.4,"Paratyphoid fever, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Paratyphoid fever, unspecified",1,"paratyphoid fever, unspecified",CMS_ICD-10-CM_tabular_order
15,A02.0,Salmonella enteritis,infectious_parasitic,I,Certain infectious and parasitic diseases,Salmonella enteritis,1,salmonella enteritis,CMS_ICD-10-CM_tabular_order
16,A02.1,Salmonella sepsis,infectious_parasitic,I,Certain infectious and parasitic diseases,Salmonella sepsis,1,salmonella sepsis,CMS_ICD-10-CM_tabular_order
17,A02.20,"Localized salmonella infection, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Localized salmonella infection, unspecified",1,"localized salmonella infection, unspecified",CMS_ICD-10-CM_tabular_order
18,A02.21,Salmonella meningitis,infectious_parasitic,I,Certain infectious and parasitic diseases,Salmonella meningitis,1,salmonella meningitis,CMS_ICD-10-CM_tabular_order
19,A02.22,Salmonella pneumonia,infectious_parasitic,I,Certain infectious and parasitic diseases,Salmonella pneumonia,1,salmonella pneumonia,CMS_ICD-10-CM_tabular_order
20,A02.23,Salmonella arthritis,infectious_parasitic,I,Certain infectious and parasitic diseases,Salmonella arthritis,1,salmonella arthritis,CMS_ICD-10-CM_tabular_order
21,A02.24,Salmonella osteomyelitis,infectious_parasitic,I,Certain infectious and parasitic diseases,Salmonella osteomyelitis,1,salmonella osteomyelitis,CMS_ICD-10-CM_tabular_order
22,A02.25,Salmonella pyelonephritis,infectious_parasitic,I,Certain infectious and parasitic diseases,Salmonella pyelonephritis,1,salmonella pyelonephritis,CMS_ICD-10-CM_tabular_order
23,A02.29,Salmonella with other localized infection,infectious_parasitic,I,Certain infectious and parasitic diseases,Salmonella with other localized infection,1,salmonella with other localized infection,CMS_ICD-10-CM_tabular_order
24,A02.8,Other specified salmonella infections,infectious_parasitic,I,Certain infectious and parasitic diseases,Other specified salmonella infections,1,other specified salmonella infections,CMS_ICD-10-CM_tabular_order
25,A02.9,"Salmonella infection, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Salmonella infection, unspecified",1,"salmonella infection, unspecified",CMS_ICD-10-CM_tabular_order
26,A03.0,Shigellosis due to Shigella dysenteriae,infectious_parasitic,I,Certain infectious and parasitic diseases,Shigellosis due to Shigella dysenteriae,1,shigellosis due to shigella dysenteriae,CMS_ICD-10-CM_tabular_order
27,A03.1,Shigellosis due to Shigella flexneri,infectious_parasitic,I,Certain infectious and parasitic diseases,Shigellosis due to Shigella flexneri,1,shigellosis due to shigella flexneri,CMS_ICD-10-CM_tabular_order
28,A03.2,Shigellosis due to Shigella boydii,infectious_parasitic,I,Certain infectious and parasitic diseases,Shigellosis due to Shigella boydii,1,shigellosis due to shigella boydii,CMS_ICD-10-CM_tabular_order
29,A03.3,Shigellosis due to Shigella sonnei,infectious_parasitic,I,Certain infectious and parasitic diseases,Shigellosis due to Shigella sonnei,1,shigellosis due to shigella sonnei,CMS_ICD-10-CM_tabular_order
30,A03.8,Other shigellosis,infectious_parasitic,I,Certain infectious and parasitic diseases,Other shigellosis,1,other shigellosis,CMS_ICD-10-CM_tabular_order
31,A03.9,"Shigellosis, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Shigellosis, unspecified",1,"shigellosis, unspecified",CMS_ICD-10-CM_tabular_order
32,A04.0,Enteropathogenic Escherichia coli infection,infectious_parasitic,I,Certain infectious and parasitic diseases,Enteropathogenic Escherichia coli infection,1,enteropathogenic escherichia coli infection,CMS_ICD-10-CM_tabular_order
33,A04.1,Enterotoxigenic Escherichia coli infection,infectious_parasitic,I,Certain infectious and parasitic diseases,Enterotoxigenic Escherichia coli infection,1,enterotoxigenic escherichia coli infection,CMS_ICD-10-CM_tabular_order
34,A04.2,Enteroinvasive Escherichia coli infection,infectious_parasitic,I,Certain infectious and parasitic diseases,Enteroinvasive Escherichia coli infection,1,enteroinvasive escherichia coli infection,CMS_ICD-10-CM_tabular_order
35,A04.3,Enterohemorrhagic Escherichia coli infection,infectious_parasitic,I,Certain infectious and parasitic diseases,Enterohemorrhagic Escherichia coli infection,1,enterohemorrhagic escherichia coli infection,CMS_ICD-10-CM_tabular_order
36,A04.4,Other intestinal Escherichia coli infections,infectious_parasitic,I,Certain infectious and parasitic diseases,Other intestinal Escherichia coli infections,1,other intestinal escherichia coli infections,CMS_ICD-10-CM_tabular_order
37,A04.5,Campylobacter enteritis,infectious_parasitic,I,Certain infectious and parasitic diseases,Campylobacter enteritis,1,campylobacter enteritis,CMS_ICD-10-CM_tabular_order
38,A04.6,Enteritis due to Yersinia enterocolitica,infectious_parasitic,I,Certain infectious and parasitic diseases,Enteritis due to Yersinia enterocolitica,1,enteritis due to yersinia enterocolitica,CMS_ICD-10-CM_tabular_order
39,A04.71,"Enterocolitis due to Clostridium difficile, recurrent",infectious_parasitic,I,Certain infectious and parasitic diseases,"Enterocolitis due to Clostridium difficile, recurrent",1,"enterocolitis due to clostridium difficile, recurrent",CMS_ICD-10-CM_tabular_order
40,A04.72,"Enterocolitis d/t Clostridium difficile, not spcf as recur",infectious_parasitic,I,Certain infectious and parasitic diseases,"Enterocolitis due to Clostridium difficile, not specified as recurrent",1,"enterocolitis d/t clostridium difficile, not spcf as recur",CMS_ICD-10-CM_tabular_order
41,A04.8,Other specified bacterial intestinal infections,infectious_parasitic,I,Certain infectious and parasitic diseases,Other specified bacterial intestinal infections,1,other specified bacterial intestinal infections,CMS_ICD-10-CM_tabular_order
42,A04.9,"Bacterial intestinal infection, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Bacterial intestinal infection, unspecified",1,"bacterial intestinal infection, unspecified",CMS_ICD-10-CM_tabular_order
43,A05.0,Foodborne staphylococcal intoxication,infectious_parasitic,I,Certain infectious and parasitic diseases,Foodborne staphylococcal intoxication,1,foodborne staphylococcal intoxication,CMS_ICD-10-CM_tabular_order
44,A05.1,Botulism food poisoning,infectious_parasitic,I,Certain infectious and parasitic diseases,Botulism food poisoning,1,botulism food poisoning,CMS_ICD-10-CM_tabular_order
45,A05.2,Foodborne Clostridium perfringens intoxication,infectious_parasitic,I,Certain infectious and parasitic diseases,Foodborne Clostridium perfringens [Clostridium welchii] intoxication,1,foodborne clostridium perfringens intoxication,CMS_ICD-10-CM_tabular_order
46,A05.3,Foodborne Vibrio parahaemolyticus intoxication,infectious_parasitic,I,Certain infectious and parasitic diseases,Foodborne Vibrio parahaemolyticus intoxication,1,foodborne vibrio parahaemolyticus intoxication,CMS_ICD-10-CM_tabular_order
47,A05.4,Foodborne Bacillus cereus intoxication,infectious_parasitic,I,Certain infectious and parasitic diseases,Foodborne Bacillus cereus intoxication,1,foodborne bacillus cereus intoxication,CMS_ICD-10-CM_tabular_order
48,A05.5,Foodborne Vibrio vulnificus intoxication,infectious_parasitic,I,Certain infectious and parasitic diseases,Foodborne Vibrio vulnificus intoxication,1,foodborne vibrio vulnificus intoxication,CMS_ICD-10-CM_tabular_order
49,A05.8,Other specified bacterial foodborne intoxications,infectious_parasitic,I,Certain infectious and parasitic diseases,Other specified bacterial foodborne intoxications,1,other specified bacterial foodborne intoxications,CMS_ICD-10-CM_tabular_order
50,A05.9,"Bacterial foodborne intoxication, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Bacterial foodborne intoxication, unspecified",1,"bacterial foodborne intoxication, unspecified",CMS_ICD-10-CM_tabular_order
51,A06.0,Acute amebic dysentery,infectious_parasitic,I,Certain infectious and parasitic diseases,Acute amebic dysentery,1,acute amebic dysentery,CMS_ICD-10-CM_tabular_order
52,A06.1,Chronic intestinal amebiasis,infectious_parasitic,I,Certain infectious and parasitic diseases,Chronic intestinal amebiasis,1,chronic intestinal amebiasis,CMS_ICD-10-CM_tabular_order
53,A06.2,Amebic nondysenteric colitis,infectious_parasitic,I,Certain infectious and parasitic diseases,Amebic nondysenteric colitis,1,amebic nondysenteric colitis,CMS_ICD-10-CM_tabular_order
54,A06.3,Ameboma of intestine,infectious_parasitic,I,Certain infectious and parasitic diseases,Ameboma of intestine,1,ameboma of intestine,CMS_ICD-10-CM_tabular_order
55,A06.4,Amebic liver abscess,infectious_parasitic,I,Certain infectious and parasitic diseases,Amebic liver abscess,1,amebic liver abscess,CMS_ICD-10-CM_tabular_order
56,A06.5,Amebic lung abscess,infectious_parasitic,I,Certain infectious and parasitic diseases,Amebic lung abscess,1,amebic lung abscess,CMS_ICD-10-CM_tabular_order
57,A06.6,Amebic brain abscess,infectious_parasitic,I,Certain infectious and parasitic diseases,Amebic brain abscess,1,amebic brain abscess,CMS_ICD-10-CM_tabular_order
58,A06.7,Cutaneous amebiasis,infectious_parasitic,I,Certain infectious and parasitic diseases,Cutaneous amebiasis,1,cutaneous amebiasis,CMS_ICD-10-CM_tabular_order
59,A06.81,Amebic cystitis,infectious_parasitic,I,Certain infectious and parasitic diseases,Amebic cystitis,1,amebic cystitis,CMS_ICD-10-CM_tabular_order
60,A06.82,Other amebic genitourinary infections,infectious_parasitic,I,Certain infectious and parasitic diseases,Other amebic genitourinary infections,1,other amebic genitourinary infections,CMS_ICD-10-CM_tabular_order
61,A06.89,Other amebic infections,infectious_parasitic,I,Certain infectious and parasitic diseases,Other amebic infections,1,other amebic infections,CMS_ICD-10-CM_tabular_order
62,A06.9,"Amebiasis, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Amebiasis, unspecified",1,"amebiasis, unspecified",CMS_ICD-10-CM_tabular_order
63,A07.0,Balantidiasis,infectious_parasitic,I,Certain infectious and parasitic diseases,Balantidiasis,1,balantidiasis,CMS_ICD-10-CM_tabular_order
64,A07.1,Giardiasis [lambliasis],infectious_parasitic,I,Certain infectious and parasitic diseases,Giardiasis [lambliasis],1,giardiasis [lambliasis],CMS_ICD-10-CM_tabular_order
65,A07.2,Cryptosporidiosis,infectious_parasitic,I,Certain infectious and parasitic diseases,Cryptosporidiosis,1,cryptosporidiosis,CMS_ICD-10-CM_tabular_order
66,A07.3,Isosporiasis,infectious_parasitic,I,Certain infectious and parasitic diseases,Isosporiasis,1,isosporiasis,CMS_ICD-10-CM_tabular_order
67,A07.4,Cyclosporiasis,infectious_parasitic,I,Certain infectious and parasitic diseases,Cyclosporiasis,1,cyclosporiasis,CMS_ICD-10-CM_tabular_order
68,A07.8,Other specified protozoal intestinal diseases,infectious_parasitic,I,Certain infectious and parasitic diseases,Other specified protozoal intestinal diseases,1,other specified protozoal intestinal diseases,CMS_ICD-10-CM_tabular_order
69,A07.9,"Protozoal intestinal disease, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Protozoal intestinal disease, unspecified",1,"protozoal intestinal disease, unspecified",CMS_ICD-10-CM_tabular_order
70,A08.0,Rotaviral enteritis,infectious_parasitic,I,Certain infectious and parasitic diseases,Rotaviral enteritis,1,rotaviral enteritis,CMS_ICD-10-CM_tabular_order
71,A08.11,Acute gastroenteropathy due to Norwalk agent,infectious_parasitic,I,Certain infectious and parasitic diseases,Acute gastroenteropathy due to Norwalk agent,1,acute gastroenteropathy due to norwalk agent,CMS_ICD-10-CM_tabular_order
72,A08.19,Acute gastroenteropathy due to other small round viruses,infectious_parasitic,I,Certain infectious and parasitic diseases,Acute gastroenteropathy due to other small round viruses,1,acute gastroenteropathy due to other small round viruses,CMS_ICD-10-CM_tabular_order
73,A08.2,Adenoviral enteritis,infectious_parasitic,I,Certain infectious and parasitic diseases,Adenoviral enteritis,1,adenoviral enteritis,CMS_ICD-10-CM_tabular_order
74,A08.31,Calicivirus enteritis,infectious_parasitic,I,Certain infectious and parasitic diseases,Calicivirus enteritis,1,calicivirus enteritis,CMS_ICD-10-CM_tabular_order
75,A08.32,Astrovirus enteritis,infectious_parasitic,I,Certain infectious and parasitic diseases,Astrovirus enteritis,1,astrovirus enteritis,CMS_ICD-10-CM_tabular_order
76,A08.39,Other viral enteritis,infectious_parasitic,I,Certain infectious and parasitic diseases,Other viral enteritis,1,other viral enteritis,CMS_ICD-10-CM_tabular_order
77,A08.4,"Viral intestinal infection, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Viral intestinal infection, unspecified",1,"viral intestinal infection, unspecified",CMS_ICD-10-CM_tabular_order
78,A08.8,Other specified intestinal infections,infectious_parasitic,I,Certain infectious and parasitic diseases,Other specified intestinal infections,1,other specified intestinal infections,CMS_ICD-10-CM_tabular_order
79,A09,"Infectious gastroenteritis and colitis, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Infectious gastroenteritis and colitis, unspecified",1,"infectious gastroenteritis and colitis, unspecified",CMS_ICD-10-CM_tabular_order
80,A15.0,Tuberculosis of lung,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of lung,1,tuberculosis of lung,CMS_ICD-10-CM_tabular_order
81,A15.4,Tuberculosis of intrathoracic lymph nodes,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of intrathoracic lymph nodes,1,tuberculosis of intrathoracic lymph nodes,CMS_ICD-10-CM_tabular_order
82,A15.5,"Tuberculosis of larynx, trachea and bronchus",infectious_parasitic,I,Certain infectious and parasitic diseases,"Tuberculosis of larynx, trachea and bronchus",1,"tuberculosis of larynx, trachea and bronchus",CMS_ICD-10-CM_tabular_order
83,A15.6,Tuberculous pleurisy,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculous pleurisy,1,tuberculous pleurisy,CMS_ICD-10-CM_tabular_order
84,A15.7,Primary respiratory tuberculosis,infectious_parasitic,I,Certain infectious and parasitic diseases,Primary respiratory tuberculosis,1,primary respiratory tuberculosis,CMS_ICD-10-CM_tabular_order
85,A15.8,Other respiratory tuberculosis,infectious_parasitic,I,Certain infectious and parasitic diseases,Other respiratory tuberculosis,1,other respiratory tuberculosis,CMS_ICD-10-CM_tabular_order
86,A15.9,Respiratory tuberculosis unspecified,infectious_parasitic,I,Certain infectious and parasitic diseases,Respiratory tuberculosis unspecified,1,respiratory tuberculosis unspecified,CMS_ICD-10-CM_tabular_order
87,A17.0,Tuberculous meningitis,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculous meningitis,1,tuberculous meningitis,CMS_ICD-10-CM_tabular_order
88,A17.1,Meningeal tuberculoma,infectious_parasitic,I,Certain infectious and parasitic diseases,Meningeal tuberculoma,1,meningeal tuberculoma,CMS_ICD-10-CM_tabular_order
89,A17.81,Tuberculoma of brain and spinal cord,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculoma of brain and spinal cord,1,tuberculoma of brain and spinal cord,CMS_ICD-10-CM_tabular_order
90,A17.82,Tuberculous meningoencephalitis,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculous meningoencephalitis,1,tuberculous meningoencephalitis,CMS_ICD-10-CM_tabular_order
91,A17.83,Tuberculous neuritis,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculous neuritis,1,tuberculous neuritis,CMS_ICD-10-CM_tabular_order
92,A17.89,Other tuberculosis of nervous system,infectious_parasitic,I,Certain infectious and parasitic diseases,Other tuberculosis of nervous system,1,other tuberculosis of nervous system,CMS_ICD-10-CM_tabular_order
93,A17.9,"Tuberculosis of nervous system, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Tuberculosis of nervous system, unspecified",1,"tuberculosis of nervous system, unspecified",CMS_ICD-10-CM_tabular_order
94,A18.01,Tuberculosis of spine,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of spine,1,tuberculosis of spine,CMS_ICD-10-CM_tabular_order
95,A18.02,Tuberculous arthritis of other joints,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculous arthritis of other joints,1,tuberculous arthritis of other joints,CMS_ICD-10-CM_tabular_order
96,A18.03,Tuberculosis of other bones,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of other bones,1,tuberculosis of other bones,CMS_ICD-10-CM_tabular_order
97,A18.09,Other musculoskeletal tuberculosis,infectious_parasitic,I,Certain infectious and parasitic diseases,Other musculoskeletal tuberculosis,1,other musculoskeletal tuberculosis,CMS_ICD-10-CM_tabular_order
98,A18.10,"Tuberculosis of genitourinary system, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Tuberculosis of genitourinary system, unspecified",1,"tuberculosis of genitourinary system, unspecified",CMS_ICD-10-CM_tabular_order
99,A18.11,Tuberculosis of kidney and ureter,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of kidney and ureter,1,tuberculosis of kidney and ureter,CMS_ICD-10-CM_tabular_order
100,A18.12,Tuberculosis of bladder,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of bladder,1,tuberculosis of bladder,CMS_ICD-10-CM_tabular_order
101,A18.13,Tuberculosis of other urinary organs,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of other urinary organs,1,tuberculosis of other urinary organs,CMS_ICD-10-CM_tabular_order
102,A18.14,Tuberculosis of prostate,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of prostate,1,tuberculosis of prostate,CMS_ICD-10-CM_tabular_order
103,A18.15,Tuberculosis of other male genital organs,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of other male genital organs,1,tuberculosis of other male genital organs,CMS_ICD-10-CM_tabular_order
104,A18.16,Tuberculosis of cervix,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of cervix,1,tuberculosis of cervix,CMS_ICD-10-CM_tabular_order
105,A18.17,Tuberculous female pelvic inflammatory disease,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculous female pelvic inflammatory disease,1,tuberculous female pelvic inflammatory disease,CMS_ICD-10-CM_tabular_order
106,A18.18,Tuberculosis of other female genital organs,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of other female genital organs,1,tuberculosis of other female genital organs,CMS_ICD-10-CM_tabular_order
107,A18.2,Tuberculous peripheral lymphadenopathy,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculous peripheral lymphadenopathy,1,tuberculous peripheral lymphadenopathy,CMS_ICD-10-CM_tabular_order
108,A18.31,Tuberculous peritonitis,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculous peritonitis,1,tuberculous peritonitis,CMS_ICD-10-CM_tabular_order
109,A18.32,Tuberculous enteritis,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculous enteritis,1,tuberculous enteritis,CMS_ICD-10-CM_tabular_order
110,A18.39,Retroperitoneal tuberculosis,infectious_parasitic,I,Certain infectious and parasitic diseases,Retroperitoneal tuberculosis,1,retroperitoneal tuberculosis,CMS_ICD-10-CM_tabular_order
111,A18.4,Tuberculosis of skin and subcutaneous tissue,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of skin and subcutaneous tissue,1,tuberculosis of skin and subcutaneous tissue,CMS_ICD-10-CM_tabular_order
112,A18.50,"Tuberculosis of eye, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Tuberculosis of eye, unspecified",1,"tuberculosis of eye, unspecified",CMS_ICD-10-CM_tabular_order
113,A18.51,Tuberculous episcleritis,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculous episcleritis,1,tuberculous episcleritis,CMS_ICD-10-CM_tabular_order
114,A18.52,Tuberculous keratitis,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculous keratitis,1,tuberculous keratitis,CMS_ICD-10-CM_tabular_order
115,A18.53,Tuberculous chorioretinitis,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculous chorioretinitis,1,tuberculous chorioretinitis,CMS_ICD-10-CM_tabular_order
116,A18.54,Tuberculous iridocyclitis,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculous iridocyclitis,1,tuberculous iridocyclitis,CMS_ICD-10-CM_tabular_order
117,A18.59,Other tuberculosis of eye,infectious_parasitic,I,Certain infectious and parasitic diseases,Other tuberculosis of eye,1,other tuberculosis of eye,CMS_ICD-10-CM_tabular_order
118,A18.6,Tuberculosis of (inner) (middle) ear,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of (inner) (middle) ear,1,tuberculosis of (inner) (middle) ear,CMS_ICD-10-CM_tabular_order
119,A18.7,Tuberculosis of adrenal glands,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of adrenal glands,1,tuberculosis of adrenal glands,CMS_ICD-10-CM_tabular_order
120,A18.81,Tuberculosis of thyroid gland,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of thyroid gland,1,tuberculosis of thyroid gland,CMS_ICD-10-CM_tabular_order
121,A18.82,Tuberculosis of other endocrine glands,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of other endocrine glands,1,tuberculosis of other endocrine glands,CMS_ICD-10-CM_tabular_order
122,A18.83,"Tuberculosis of digestive tract organs, NEC",infectious_parasitic,I,Certain infectious and parasitic diseases,"Tuberculosis of digestive tract organs, not elsewhere classified",1,"tuberculosis of digestive tract organs, nec",CMS_ICD-10-CM_tabular_order
123,A18.84,Tuberculosis of heart,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of heart,1,tuberculosis of heart,CMS_ICD-10-CM_tabular_order
124,A18.85,Tuberculosis of spleen,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of spleen,1,tuberculosis of spleen,CMS_ICD-10-CM_tabular_order
125,A18.89,Tuberculosis of other sites,infectious_parasitic,I,Certain infectious and parasitic diseases,Tuberculosis of other sites,1,tuberculosis of other sites,CMS_ICD-10-CM_tabular_order
126,A19.0,Acute miliary tuberculosis of a single specified site,infectious_parasitic,I,Certain infectious and parasitic diseases,Acute miliary tuberculosis of a single specified site,1,acute miliary tuberculosis of a single specified site,CMS_ICD-10-CM_tabular_order
127,A19.1,Acute miliary tuberculosis of multiple sites,infectious_parasitic,I,Certain infectious and parasitic diseases,Acute miliary tuberculosis of multiple sites,1,acute miliary tuberculosis of multiple sites,CMS_ICD-10-CM_tabular_order
128,A19.2,"Acute miliary tuberculosis, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Acute miliary tuberculosis, unspecified",1,"acute miliary tuberculosis, unspecified",CMS_ICD-10-CM_tabular_order
129,A19.8,Other miliary tuberculosis,infectious_parasitic,I,Certain infectious and parasitic diseases,Other miliary tuberculosis,1,other miliary tuberculosis,CMS_ICD-10-CM_tabular_order
130,A19.9,"Miliary tuberculosis, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Miliary tuberculosis, unspecified",1,"miliary tuberculosis, unspecified",CMS_ICD-10-CM_tabular_order
131,A20.0,Bubonic plague,infectious_parasitic,I,Certain infectious and parasitic diseases,Bubonic plague,1,bubonic plague,CMS_ICD-10-CM_tabular_order
132,A20.1,Cellulocutaneous plague,infectious_parasitic,I,Certain infectious and parasitic diseases,Cellulocutaneous plague,1,cellulocutaneous plague,CMS_ICD-10-CM_tabular_order
133,A20.2,Pneumonic plague,infectious_parasitic,I,Certain infectious and parasitic diseases,Pneumonic plague,1,pneumonic plague,CMS_ICD-10-CM_tabular_order
134,A20.3,Plague meningitis,infectious_parasitic,I,Certain infectious and parasitic diseases,Plague meningitis,1,plague meningitis,CMS_ICD-10-CM_tabular_order
135,A20.7,Septicemic plague,infectious_parasitic,I,Certain infectious and parasitic diseases,Septicemic plague,1,septicemic plague,CMS_ICD-10-CM_tabular_order
136,A20.8,Other forms of plague,infectious_parasitic,I,Certain infectious and parasitic diseases,Other forms of plague,1,other forms of plague,CMS_ICD-10-CM_tabular_order
137,A20.9,"Plague, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Plague, unspecified",1,"plague, unspecified",CMS_ICD-10-CM_tabular_order
138,A21.0,Ulceroglandular tularemia,infectious_parasitic,I,Certain infectious and parasitic diseases,Ulceroglandular tularemia,1,ulceroglandular tularemia,CMS_ICD-10-CM_tabular_order
139,A21.1,Oculoglandular tularemia,infectious_parasitic,I,Certain infectious and parasitic diseases,Oculoglandular tularemia,1,oculoglandular tularemia,CMS_ICD-10-CM_tabular_order
140,A21.2,Pulmonary tularemia,infectious_parasitic,I,Certain infectious and parasitic diseases,Pulmonary tularemia,1,pulmonary tularemia,CMS_ICD-10-CM_tabular_order
141,A21.3,Gastrointestinal tularemia,infectious_parasitic,I,Certain infectious and parasitic diseases,Gastrointestinal tularemia,1,gastrointestinal tularemia,CMS_ICD-10-CM_tabular_order
142,A21.7,Generalized tularemia,infectious_parasitic,I,Certain infectious and parasitic diseases,Generalized tularemia,1,generalized tularemia,CMS_ICD-10-CM_tabular_order
143,A21.8,Other forms of tularemia,infectious_parasitic,I,Certain infectious and parasitic diseases,Other forms of tularemia,1,other forms of tularemia,CMS_ICD-10-CM_tabular_order
144,A21.9,"Tularemia, unspecified",infectious_parasitic,I,Certain infectious and parasitic diseases,"Tularemia, unspecified",1,"tularemia, unspecified",CMS_ICD-10-CM_tabular_order
145,A22.0,Cutaneous anthrax,infectious_parasitic,I,Certain infectious and parasitic diseases,Cutaneous anthrax,1,cutaneous anthrax,CMS_ICD-10-CM_tabular_order
146,A22.1,Pulmonary anthrax,infectious_parasitic,I,Certain infectious and parasitic diseases,Pulmonary anthrax,1,pulmonary anthrax,CMS_ICD-10-CM_tabular_order
