symptom_id,symptom_name,category,description,related_body_system,search_name,source
36019,Small Heel Bone,musculoskeletal,HPO exact synonym for Hypoplasia of the Calcaneus. HPO HP:0012789: Underdevelopment of the heel bone.,musculoskeletal,small heel bone,HPO
36020,Small Hippocampus,general,HPO exact synonym for Hypoplastic Hippocampus. HPO HP:0025517: Underdevelopment of the hippocampus.,general,small hippocampus,HPO
36021,Small Humeral Epiphyses,general,HPO HP:0003900: Human Phenotype Ontology term HP:0003900: Small Humeral Epiphyses.,general,small humeral epiphyses,HPO
36022,Small Hypothenar Eminence,general,"HPO HP:0010487: Reduced muscle mass on the ulnar side of the palm, that is, reduction in size of the hypothenar eminence.",general,small hypothenar eminence,HPO
36023,Small Iliac Bodies,general,HPO exact synonym for Hypoplastic Iliac Body. HPO HP:0008824: Underdevelopment of the body of ilium.,general,small iliac bodies,HPO
36024,Small Iliac Bones,musculoskeletal,HPO exact synonym for Hypoplastic Ilia. HPO HP:0000946: Underdevelopment of the ilium.,musculoskeletal,small iliac bones,HPO
36025,Small Iliac Wings,general,HPO exact synonym for Hypoplastic Iliac Wing. HPO HP:0002866: Underdevelopment of the ilium ala.,general,small iliac wings,HPO
36026,Small Innermost Thighbone End Part,musculoskeletal,HPO exact synonym for Hypoplasia of the Capital Femoral Epiphysis. HPO HP:0003090: Underdevelopment of the proximal epiphysis of the femur.,musculoskeletal,small innermost thighbone end part,HPO
36027,Small Innermost Upper End of Calf Bone,musculoskeletal,HPO exact synonym for Hypoplasia of Proximal Fibula. HPO HP:0006442: Underdevelopment or shortening of the end of the fibula (calf bone) nearest the knee.,musculoskeletal,small innermost upper end of calf bone,HPO
36028,Small Internal Carotid Artery,general,HPO exact synonym for Internal Carotid Artery Hypoplasia. HPO HP:0005290: Human Phenotype Ontology term HP:0005290: Internal Carotid Artery Hypoplasia.,general,small internal carotid artery,HPO
36029,Small Intestinal Adenoma,general,HPO HP:6001040: A small bowel tumor with adenomatous epithelium.,general,small intestinal adenoma,HPO
36030,Small Intestinal Bacterial Overgrowth,general,"HPO HP:0033163: An increased number and/or abnormal type of bacteria in the small bowel. Small intestinal bacterial overgrowth has been defined as the presence of greater than one hundred thousand bacteria (i.e. colony-forming units, CFU) per mL of proximal jejunal aspiration. The normal value is ten thousand or few CFU/ml.",general,small intestinal bacterial overgrowth,HPO
36031,Small Intestinal Bleeding,general,HPO HP:0012849: Bleeding from the small intestine.,hematologic,small intestinal bleeding,HPO
36032,Small Intestinal Dysmotility,general,"HPO HP:0012850: Abnormal small intestinal contractions, such as spasms and intestinal paralysis related to the loss of the ability of the gut to coordinate muscular activity because of endogenous or exogenous causes.",general,small intestinal dysmotility,HPO
36033,Small Intestinal Haemorrhage,general,HPO exact synonym for Small Intestinal Bleeding. HPO HP:0012849: Bleeding from the small intestine.,general,small intestinal haemorrhage,HPO
36034,Small Intestinal Hamartoma,general,HPO HP:0034793: A benign (noncancerous) tumorlike malformation made up of an abnormal mixture of cells and tissues that originates in the small intestine.,general,small intestinal hamartoma,HPO
36035,Small Intestinal Hemorrhage,general,HPO exact synonym for Small Intestinal Bleeding. HPO HP:0012849: Bleeding from the small intestine.,general,small intestinal hemorrhage,HPO
36036,Small Intestinal Intraepithelial Lymphocytosis,general,HPO HP:6000251: The count of lymphocytes located in the epithelial layer of the mucosa of the small intestine is above the upper limit of normal.,general,small intestinal intraepithelial lymphocytosis,HPO
36037,Small Intestinal Lymphoplasmacytic Infiltrate,general,HPO HP:0034550: Infiltration of the wall of the small intestine by lymphocytes and mature plasma cells.,general,small intestinal lymphoplasmacytic infiltrate,HPO
36038,Small Intestinal Perforation,general,HPO HP:0031370: A hole (perforation) in the wall of the small intestine.,general,small intestinal perforation,HPO
36039,Small Intestinal Polyp,general,"HPO HP:0012737: A discrete abnormal tissue mass that protrudes into the lumen of the small intestine and is attached to the intestinal wall either by a stalk, pedunculus, or a broad base.",general,small intestinal polyp,HPO
36040,Small Intestinal Polyposis,general,HPO HP:0030256: The presence of multiple polyps in the small intestine.,general,small intestinal polyposis,HPO
36041,Small Intestinal Stenosis,general,HPO HP:0012848: The narrowing or partial blockage of a portion of the small intestine.,general,small intestinal stenosis,HPO
36042,Small Intestine Carcinoid,general,HPO HP:0006722: Human Phenotype Ontology term HP:0006722: Small Intestine Carcinoid.,general,small intestine carcinoid,HPO
36043,Small Intestine Mass,general,HPO HP:6000410: A swelling or enlargement localized to the small intestine. The word mass is usually used at an early stage of the diagnostic workup before the precise nature of the swelling has been determined.,general,small intestine mass,HPO
36044,Small Intestine Tumor,general,HPO exact synonym for Neoplasm of the Small Intestine. HPO HP:0100833: The presence of a neoplasm of the small intestine.,general,small intestine tumor,HPO
36045,Small Intestine Tumour,general,HPO exact synonym for Neoplasm of the Small Intestine. HPO HP:0100833: The presence of a neoplasm of the small intestine.,general,small intestine tumour,HPO
36046,Small Jaw,general,HPO exact synonym for Micrognathia. HPO HP:0000347: Developmental hypoplasia of the mandible.,general,small jaw,HPO
36047,Small Joint Hypermobilty,musculoskeletal,"HPO HP:0430046: The capability that a small joint (or a group of joints) has to move, passively and/or actively, beyond normal limits along physiological axes. Small joints include metacarpophalangeal joints, proximal interphalangeal joints, \nsecond to fifth metatarsophalangeal joints, and wrists.",musculoskeletal,small joint hypermobilty,HPO
36048,Small Kidney On One Side,urinary,HPO exact synonym for Unilateral Renal Hypoplasia. HPO HP:0012583: One sided hypoplasia of the kidney.,urinary,small kidney on one side,HPO
36049,Small Kidneys,urinary,HPO exact synonym for Renal Hypoplasia. HPO HP:0000089: Hypoplasia of the kidney.,urinary,small kidneys,HPO
36050,Small Kneecap,general,HPO exact synonym for Patellar Hypoplasia. HPO HP:0003065: Underdevelopment of the patella.,general,small kneecap,HPO
36051,Small Labia Majora,general,HPO exact synonym for Hypoplastic Labia Majora. HPO HP:0000059: Undergrowth of the outer labia.,general,small labia majora,HPO
36052,Small Lens,general,HPO exact synonym for Microphakia. HPO HP:0012376: Abnormal smallness of the lens.,general,small lens,HPO
36053,Small Lower Jaw,general,HPO exact synonym for Micrognathia. HPO HP:0000347: Developmental hypoplasia of the mandible.,general,small lower jaw,HPO
36054,Small Lung,general,HPO exact synonym for Pulmonary Hypoplasia. HPO HP:0002089: Human Phenotype Ontology term HP:0002089: Pulmonary Hypoplasia.,general,small lung,HPO
36055,Small Male External Genitalia,reproductive,"HPO exact synonym for Hypoplastic Male External Genitalia. HPO HP:0000050: Underdevelopment of part or all of the male external reproductive organs (which include the penis, the scrotum and the urethra).",reproductive,small male external genitalia,HPO
36056,Small Mandible,general,HPO exact synonym for Micrognathia. HPO HP:0000347: Developmental hypoplasia of the mandible.,general,small mandible,HPO
36057,Small Mandibular Condyle,general,HPO exact synonym for Mandibular Condyle Hypoplasia. HPO HP:0007628: Human Phenotype Ontology term HP:0007628: Mandibular Condyle Hypoplasia.,general,small mandibular condyle,HPO
36058,Small Maxilla,general,HPO exact synonym for Hypoplasia of the Maxilla. HPO HP:0000327: Abnormally small dimension of the Maxilla. Usually creating a malocclusion or malalignment between the upper and lower teeth or resulting in a deficient amount of projection of the base of the nose and lower midface region.,general,small maxilla,HPO
36059,Small Middle Finger Phalanges,general,HPO exact synonym for Aplasia/Hypoplasia of the Phalanges of the 3rd Finger. HPO HP:0009447: Human Phenotype Ontology term HP:0009447: Aplasia/Hypoplasia of the Phalanges of the 3rd Finger.,general,small middle finger phalanges,HPO
36060,Small Milk Teeth,general,HPO exact synonym for Hypoplasia of the Primary Teeth. HPO HP:0006334: Developmental hypoplasia of the primary teeth.,general,small milk teeth,HPO
36061,Small Miniature Endplate Currents,general,"HPO exact synonym for Decreased Miniature Endplate Potentials. HPO HP:0003402: An abnormal reduction in the amplitude of the miniature endplate potentials, i.e. the postsynaptic response to transmitter released from an individual vesicle at the neuromuscular junction.",general,small miniature endplate currents,HPO
36062,Small Miniature Endplate Potentials,general,"HPO exact synonym for Decreased Miniature Endplate Potentials. HPO HP:0003402: An abnormal reduction in the amplitude of the miniature endplate potentials, i.e. the postsynaptic response to transmitter released from an individual vesicle at the neuromuscular junction.",general,small miniature endplate potentials,HPO
36063,Small Mouth,oral,"HPO exact synonym for Narrow Mouth. HPO HP:0000160: Distance between the commissures of the mouth more than 2 SD below the mean. Alternatively, an apparently decreased width of the oral aperture (subjective).",oral,small mouth,HPO
36064,Small Nail,general,"HPO HP:0001792: A nail that is diminished in length and width, i.e., underdeveloped nail.",general,small nail,HPO
36065,Small Nails,general,"HPO exact synonym for Small Nail. HPO HP:0001792: A nail that is diminished in length and width, i.e., underdeveloped nail.",general,small nails,HPO
36066,Small Nasal Alae,general,"HPO exact synonym for Underdeveloped Nasal Alae. HPO HP:0000430: Thinned, deficient, or excessively arched ala nasi.",general,small nasal alae,HPO
36067,Small Nasal Bridge,general,HPO exact synonym for Hypoplastic Nasal Bridge. HPO HP:0005281: Human Phenotype Ontology term HP:0005281: Hypoplastic Nasal Bridge.,general,small nasal bridge,HPO
36068,Small Nasal Septum,general,HPO exact synonym for Hypoplastic Nasal Septum. HPO HP:0005104: Underdevelopment of the nasal septum.,general,small nasal septum,HPO
36069,Small Nasal Tip,general,HPO exact synonym for Hypoplastic Nasal Tip. HPO HP:0005278: Human Phenotype Ontology term HP:0005278: Hypoplastic Nasal Tip.,general,small nasal tip,HPO
36070,Small Neck Muscle,musculoskeletal,HPO exact synonym for Neck Muscle Hypoplasia. HPO HP:0008984: Underdevelopment of muscles of the neck.,musculoskeletal,small neck muscle,HPO
36071,Small Nipples,general,HPO exact synonym for Hypoplastic Nipples. HPO HP:0002557: Underdevelopment of the nipple.,general,small nipples,HPO
36072,Small Nostrils,general,"HPO exact synonym for Narrow Naris. HPO HP:0009933: Slender, slit-like aperture of the nostril.",general,small nostrils,HPO
36073,Small Odontoid Peg,general,HPO exact synonym for Hypoplasia of the Odontoid Process. HPO HP:0003311: Developmental hypoplasia of the dens of the axis.,general,small odontoid peg,HPO
36074,Small Odontoid Process,general,HPO exact synonym for Hypoplasia of the Odontoid Process. HPO HP:0003311: Developmental hypoplasia of the dens of the axis.,general,small odontoid process,HPO
36075,Small Opening Between the Eyelids,sensory,HPO exact synonym for Narrow Palpebral Fissure. HPO HP:0045025: Reduction in the vertical distance between the upper and lower eyelids.,special_senses,small opening between the eyelids,HPO
36076,Small Oral Aperture,oral,"HPO exact synonym for Narrow Mouth. HPO HP:0000160: Distance between the commissures of the mouth more than 2 SD below the mean. Alternatively, an apparently decreased width of the oral aperture (subjective).",oral,small oral aperture,HPO
36077,Small Outermost Bone of Big Toe,musculoskeletal,HPO exact synonym for Short Distal Phalanx of Hallux. HPO HP:0010103: Underdevelopment (hypoplasia) of the distal phalanx of big toe.,musculoskeletal,small outermost bone of big toe,HPO
36078,Small Palpebral Fissures,general,HPO exact synonym for Narrow Palpebral Fissure. HPO HP:0045025: Reduction in the vertical distance between the upper and lower eyelids.,general,small palpebral fissures,HPO
36079,Small Parathyroid Glands,endocrine_metabolic,HPO exact synonym for Parathyroid Hypoplasia. HPO HP:0000860: Developmental hypoplasia of the parathyroid gland.,endocrine,small parathyroid glands,HPO
36080,Small Patella,general,HPO exact synonym for Patellar Hypoplasia. HPO HP:0003065: Underdevelopment of the patella.,general,small patella,HPO
36081,Small Patellae,general,HPO exact synonym for Patellar Hypoplasia. HPO HP:0003065: Underdevelopment of the patella.,general,small patellae,HPO
36082,Small Pec Muscle,musculoskeletal,HPO exact synonym for Pectoralis Hypoplasia. HPO HP:0008998: Underdevelopment of the pectoral muscle.,musculoskeletal,small pec muscle,HPO
36083,Small Pec Muscle On One Side,musculoskeletal,HPO exact synonym for Unilateral Hypoplasia of Pectoralis Major Muscle. HPO HP:0011959: Hypoplasia (underdevelopment) of the pectoralis minor on only one side of the chest.,musculoskeletal,small pec muscle on one side,HPO
36084,Small Pelvis,general,HPO exact synonym for Hypoplastic Pelvis. HPO HP:0008839: Underdevelopment of the bony pelvis.,general,small pelvis,HPO
36085,Small Penis,general,"HPO exact synonym for Micropenis. HPO HP:0000054: Abnormally small penis. At birth, the normal penis is about 3 cm (stretched length from pubic tubercle to tip of penis) with micropenis less than 2.0-2.5 cm.",general,small penis,HPO
36086,Small Philtrum,general,HPO exact synonym for Hypoplastic Philtrum. HPO HP:0005326: Underdevelopment of the philtrum.,general,small philtrum,HPO
36087,Small Pinnae,general,HPO exact synonym for Microtia. HPO HP:0008551: Underdevelopment of the external ear.,general,small pinnae,HPO
36088,Small Pituitary Gland,general,HPO HP:0012506: An abnormally decreased size of the pituitary gland.,general,small pituitary gland,HPO
36089,Small Placenta,general,HPO HP:0006266: Reduced size of the placenta.,general,small placenta,HPO
36090,Small Platelet Size,general,HPO exact synonym for Decreased Mean Platelet Volume. HPO HP:0005537: Average platelet volume below the lower limit of the normal reference interval.,general,small platelet size,HPO
36091,Small Platelets,general,HPO exact synonym for Decreased Mean Platelet Volume. HPO HP:0005537: Average platelet volume below the lower limit of the normal reference interval.,general,small platelets,HPO
36092,Small Platelets Size,general,HPO exact synonym for Decreased Mean Platelet Volume. HPO HP:0005537: Average platelet volume below the lower limit of the normal reference interval.,general,small platelets size,HPO
36093,Small Pointed Chin,general,HPO exact synonym for Pointed Chin. HPO HP:0000307: A marked tapering of the lower face to the chin.,general,small pointed chin,HPO
36094,Small Posterior Fossa,general,HPO HP:0040010: Human Phenotype Ontology term HP:0040010: Small Posterior Fossa.,general,small posterior fossa,HPO
36095,Small Premaxilla,general,HPO exact synonym for Hypoplasia of the Premaxilla. HPO HP:0010650: An abnormality of the premaxilla (the embryonic structure that forms the anterior part of the maxilla) causing it to appear relatively small in size compared to the other parts of the maxilla or other facial structures.,general,small premaxilla,HPO
36096,Small Primary Palate Bone,musculoskeletal,HPO exact synonym for Hypoplasia of the Premaxilla. HPO HP:0010650: An abnormality of the premaxilla (the embryonic structure that forms the anterior part of the maxilla) causing it to appear relatively small in size compared to the other parts of the maxilla or other facial structures.,musculoskeletal,small primary palate bone,HPO
36097,Small Primary Teeth,general,HPO exact synonym for Hypoplasia of the Primary Teeth. HPO HP:0006334: Developmental hypoplasia of the primary teeth.,general,small primary teeth,HPO
36098,Small Proximal Femoral Epiphyses,oral,HPO exact synonym for Hypoplasia of the Capital Femoral Epiphysis. HPO HP:0003090: Underdevelopment of the proximal epiphysis of the femur.,oral,small proximal femoral epiphyses,HPO
36099,Small Proximal Middle-finger Phalanx,general,HPO exact synonym for Short Proximal Phalanx of the 3rd Finger. HPO HP:0009459: Hypoplasia (congenital reduction in size) of the proximal phalanx of the third finger.,general,small proximal middle finger phalanx,HPO
36100,Small Proximal Phalanx of Big Toe,general,HPO exact synonym for Short Proximal Phalanx of Hallux. HPO HP:0010107: Underdevelopment (hypoplasia) of the proximal phalanx of big toe.,general,small proximal phalanx of big toe,HPO
36101,Small Proximal Phalanx of Hallux,general,HPO exact synonym for Short Proximal Phalanx of Hallux. HPO HP:0010107: Underdevelopment (hypoplasia) of the proximal phalanx of big toe.,general,small proximal phalanx of hallux,HPO
36102,Small Proximal Tibial Epiphyses,general,HPO HP:0012284: Reduced size of the proximal epiphysis of the tibia.,general,small proximal tibial epiphyses,HPO
36103,Small Pulp Chamber of Tooth,oral,HPO exact synonym for Pulp Obliteration. HPO HP:0006350: Mineralized substance filling the entire dental pulp space.,oral,small pulp chamber of tooth,HPO
36104,Small Radial Epiphyses,general,HPO HP:0004010: Human Phenotype Ontology term HP:0004010: Small Radial Epiphyses.,general,small radial epiphyses,HPO
36105,Small Radial Head,general,HPO exact synonym for Hypoplastic Radial Head. HPO HP:0003997: Human Phenotype Ontology term HP:0003997: Hypoplastic Radial Head.,general,small radial head,HPO
36106,Small Retruded Chin,general,HPO exact synonym for Microretrognathia. HPO HP:0000308: A form of developmental hypoplasia of the mandible in which the mandible is mislocalised posteriorly.,general,small retruded chin,HPO
36107,Small Right Heart Chamber,general,"HPO exact synonym for Hypoplasia of Right Ventricle. HPO HP:0004762: Underdevelopment or reduced size of the heart right ventricle, often due to a reduced number of cells.",general,small right heart chamber,HPO
36108,Small Sacroiliac Notch,general,"HPO exact synonym for Short Greater Sciatic Notch. HPO HP:0003185: The sacroiliac joint in the bony pelvis connects the sacrum and the ilium of the pelvis, which are joined by strong ligaments. The notch is located directly superior to the joint. This term refers to a reduction in the height of the n",general,small sacroiliac notch,HPO
36109,Small Sacrosciatic Notch,general,"HPO exact synonym for Narrow Greater Sciatic Notch. HPO HP:0003375: A narrowing of the sacrosciatic notch, i.e., the deep indentation in the posterior border of the hip bone at the point of union of the ilium and ischium.",general,small sacrosciatic notch,HPO
36110,Small Sacrosciatic Notches,general,"HPO exact synonym for Narrow Greater Sciatic Notch. HPO HP:0003375: A narrowing of the sacrosciatic notch, i.e., the deep indentation in the posterior border of the hip bone at the point of union of the ilium and ischium.",general,small sacrosciatic notches,HPO
36111,Small Sacrum,general,"HPO exact synonym for Hypoplastic Sacrum. HPO HP:0004590: A developmental defect characterized by undergrowth of the sacrum, which is a large, triangular bone at the base of the spine that forms by the fusing of the sacral vertebrae (S1-S5).",general,small sacrum,HPO
36112,Small Scaphoid,general,HPO HP:0004247: Underdevelopment of the scaphoid.,general,small scaphoid,HPO
36113,Small Scapula,general,HPO exact synonym for Hypoplastic Scapulae. HPO HP:0000882: Underdeveloped scapula.,general,small scapula,HPO
36114,Small Scapulae,general,HPO exact synonym for Hypoplastic Scapulae. HPO HP:0000882: Underdeveloped scapula.,general,small scapulae,HPO
36115,Small Scrotum,general,HPO HP:0000046: Apparently small scrotum for age.,general,small scrotum,HPO
36116,Small Sella Turcica,general,HPO HP:0010538: An abnormally small sella turcica.,general,small sella turcica,HPO
36117,Small Semicircular Canal,general,HPO exact synonym for Hypoplasia of the Semicircular Canal. HPO HP:0011382: Underdevelopment of the semicircular canal.,general,small semicircular canal,HPO
36118,Small Septum of Nose,general,HPO exact synonym for Hypoplastic Nasal Septum. HPO HP:0005104: Underdevelopment of the nasal septum.,general,small septum of nose,HPO
36119,Small Shallow Orbits,general,HPO exact synonym for Shallow Orbits. HPO HP:0000586: Reduced depth of the orbits associated with prominent-appearing ocular globes.,general,small shallow orbits,HPO
36120,Small Shoulder Blade,general,HPO exact synonym for Hypoplastic Scapulae. HPO HP:0000882: Underdeveloped scapula.,general,small shoulder blade,HPO
36121,Small Soft Spot,general,HPO exact synonym for Small Fontanelle. HPO HP:0005486: A fontanelle that is small for age.,general,small soft spot,HPO
36122,Small Stature,general,"HPO exact synonym for Short Stature. HPO HP:0004322: A height below that which is expected according to age and gender norms. Although there is no universally accepted definition of short stature, many refer to \",general,small stature,HPO
36123,Small Superior Frontal Cortex,general,HPO HP:0031421: Reduced size of the superior frontal portion of the cerebral cortex.,general,small superior frontal cortex,HPO
36124,Small Teeth,general,"HPO exact synonym for Microdontia. HPO HP:0000691: Decreased size of the teeth, which can be defined as a mesiodistal tooth diameter (width) more than 2 SD below mean. Alternatively, an apparently decreased maximum width of tooth.",general,small teeth,HPO
36125,Small Terminal Thumb Phalanx,general,HPO exact synonym for Short Distal Phalanx of the Thumb. HPO HP:0009650: Hypoplastic (short) distal phalanx of the thumb.,general,small terminal thumb phalanx,HPO
36126,Small Testes,general,HPO exact synonym for Decreased Testicular Size. HPO HP:0008734: Reduced volume of the testicle (the male gonad).,general,small testes,HPO
36127,Small Testis,general,HPO exact synonym for Decreased Testicular Size. HPO HP:0008734: Reduced volume of the testicle (the male gonad).,general,small testis,HPO
36128,Small Thenar Eminence,general,HPO HP:0001245: Underdevelopment of the thenar eminence with reduced palmar soft tissue mass surrounding the base of the thumb.,general,small thenar eminence,HPO
36129,Small Thorax,general,HPO exact synonym for Thoracic Hypoplasia. HPO HP:0005257: Human Phenotype Ontology term HP:0005257: Thoracic Hypoplasia.,general,small thorax,HPO
36130,Small Thumb Epiphysis,general,HPO HP:0009694: Abnormally small size of one or more of the epiphyses of the thumb with respect to age-dependent norms.,general,small thumb epiphysis,HPO
36131,Small Thumbnail,general,"HPO exact synonym for Hypoplastic Thumbnail. HPO HP:0012553: A thumbnail that is diminished in length and width, i.e., underdeveloped thumb nail.",general,small thumbnail,HPO
36132,Small Thumbs,general,HPO exact synonym for Short Thumb. HPO HP:0009778: Hypoplasia (congenital reduction in size) of the thumb.,general,small thumbs,HPO
36133,Small Thymus,general,HPO exact synonym for Hypoplasia of the Thymus. HPO HP:0000778: Underdevelopment of the thymus.,general,small thymus,HPO
36134,Small Thyroid Gland,endocrine_metabolic,HPO exact synonym for Thyroid Hypoplasia. HPO HP:0005990: Developmental hypoplasia of the thyroid gland.,endocrine,small thyroid gland,HPO
36135,Small Tip of Nose,general,HPO exact synonym for Hypoplastic Nasal Tip. HPO HP:0005278: Human Phenotype Ontology term HP:0005278: Hypoplastic Nasal Tip.,general,small tip of nose,HPO
36136,Small to Absent Calf Bone,musculoskeletal,HPO exact synonym for Rudimentary Fibula. HPO HP:0006381: Absent or nearly absent fibula. (Does not include aplastic),musculoskeletal,small to absent calf bone,HPO
36137,Small to Absent Fibula,general,HPO exact synonym for Rudimentary Fibula. HPO HP:0006381: Absent or nearly absent fibula. (Does not include aplastic),general,small to absent fibula,HPO
36138,Small to Absent Patellae,general,HPO exact synonym for Aplasia/Hypoplasia of the Patella. HPO HP:0006498: Absence or underdevelopment of the patella.,general,small to absent patellae,HPO
36139,Small Toe,general,"HPO HP:0030031: Significant reduction in both length and girth of the toe compared to the contralateral toe, or alternatively, compared to a typical toe size for an age-matched individual.",general,small toe,HPO
36140,Small Toe Bones,musculoskeletal,HPO exact synonym for Hypoplasia of the Phalanges of the Toes. HPO HP:0010746: Human Phenotype Ontology term HP:0010746: Hypoplasia of the Phalanges of the Toes.,musculoskeletal,small toe bones,HPO
36141,Small Tongue,general,HPO exact synonym for Microglossia. HPO HP:0000171: Decreased length and width of the tongue.,general,small tongue,HPO
36142,Small Tooth,oral,"HPO exact synonym for Microdontia. HPO HP:0000691: Decreased size of the teeth, which can be defined as a mesiodistal tooth diameter (width) more than 2 SD below mean. Alternatively, an apparently decreased maximum width of tooth.",oral,small tooth,HPO
36143,Small Tooth Bud,oral,"HPO exact synonym for Hypoplasia of the Tooth Germ. HPO HP:0006353: Developmental hypoplasia of the tooth germ, i.e., of the structure that forms in odontogenesis that will develop into a tooth.",oral,small tooth bud,HPO
36144,Small Tooth Germ,oral,"HPO exact synonym for Hypoplasia of the Tooth Germ. HPO HP:0006353: Developmental hypoplasia of the tooth germ, i.e., of the structure that forms in odontogenesis that will develop into a tooth.",oral,small tooth germ,HPO
36145,Small Tragus,general,HPO exact synonym for Underdeveloped Tragus. HPO HP:0011272: Decreased posterolateral protrusion of the tragus.,general,small tragus,HPO
36146,Small Trapezium,general,HPO HP:0004255: Underdevelopment of the trapezium.,general,small trapezium,HPO
36147,Small Trapezoid Bone,musculoskeletal,HPO HP:0004258: Underdevelopment of the trapezoid.,musculoskeletal,small trapezoid bone,HPO
36148,Small Triceps,general,HPO exact synonym for Triceps Hypoplasia. HPO HP:0100855: Hypoplasia of the triceps muscle.,general,small triceps,HPO
36149,Small Twelfth Rib,general,HPO exact synonym for Twelfth Rib Hypoplasia. HPO HP:0006668: Human Phenotype Ontology term HP:0006668: Twelfth Rib Hypoplasia.,general,small twelfth rib,HPO
36150,Small Upper Jaw,general,HPO exact synonym for Hypoplasia of the Maxilla. HPO HP:0000327: Abnormally small dimension of the Maxilla. Usually creating a malocclusion or malalignment between the upper and lower teeth or resulting in a deficient amount of projection of the base of the nose and lower midface region.,general,small upper jaw,HPO
36151,Small Upper Jaw Bones,musculoskeletal,HPO exact synonym for Hypoplasia of the Maxilla. HPO HP:0000327: Abnormally small dimension of the Maxilla. Usually creating a malocclusion or malalignment between the upper and lower teeth or resulting in a deficient amount of projection of the base of the nose and lower midface region.,musculoskeletal,small upper jaw bones,HPO
36152,Small Uterus,general,HPO exact synonym for Hypoplasia of the Uterus. HPO HP:0000013: Underdevelopment of the uterus.,general,small uterus,HPO
36153,Small Vertebrae,general,HPO exact synonym for Hypoplastic Vertebral Bodies. HPO HP:0008479: Human Phenotype Ontology term HP:0008479: Hypoplastic Vertebral Bodies.,general,small vertebrae,HPO
36154,Small Vertebral Bodies,general,HPO exact synonym for Hypoplastic Vertebral Bodies. HPO HP:0008479: Human Phenotype Ontology term HP:0008479: Hypoplastic Vertebral Bodies.,general,small vertebral bodies,HPO
36155,Small Vessel Vasculitis,general,"HPO HP:0011944: A type of vasculitis (inflammation of blood vessel walls) that affects blood vessels that are smaller than arteries, i.e., arterioles, venules, and capilllaries.",general,small vessel vasculitis,HPO
36156,Small Yellow Foveal Lesion with Surrounding Gray Zone,dermatological,"HPO exact synonym for Small Yellow/white Macular Lesion. HPO HP:0031420: A lesion that is observed acutely following light damage to the macula, typically smaller than 200 micrometers. Damage to the retinal by exposure to intense visible light, usually the sun. Intense light exposure such as staring at the",integumentary,small yellow foveal lesion with surrounding gray zone,HPO
